Frame ID,QR ID,QR 2D,QR 3D
49,1,"[[395, 75], [450, 74], [451, 123], [398, 124]]","[2.92208900994442, -129.7252436320358, -22.64097813501159, -10.231834095016154]"
50,1,"[[396, 73], [451, 72], [451, 123], [399, 124]]","[2.912530690862098, -133.13231380451447, -25.645516503382048, -11.638232030588556]"
51,1,"[[397, 58], [451, 58], [452, 112], [399, 113]]","[2.8733536530099206, -177.22047662898, 1.6590044466623832, -0.29779131012068255]"
52,1,"[[399, 40], [452, 40], [454, 94], [401, 95]]","[2.922865841699974, -176.1427525146694, 1.6007016663792804, -0.39756484794629826]"
53,1,"[[401, 32], [454, 34], [454, 85], [400, 84]]","[2.9591924305613593, 176.89910651169765, -1.888417911410514, 0.2866403043790368]"
54,1,"[[400, 52], [453, 51], [455, 104], [401, 104]]","[2.917321661306833, 178.8614980379227, -0.8134405358876752, -1.3965126131462817]"
55,1,"[[402, 107], [454, 106], [455, 157], [401, 157]]","[2.8768404265743923, 174.45389870927048, -0.9788912666607887, -1.1894491037560742]"
57,1,"[[403, 175], [455, 176], [454, 230], [401, 228]]","[2.7613493244827785, -178.46369968077192, 3.87076835845292, 2.3026656622908614]"
58,1,"[[402, 223], [453, 223], [453, 276], [400, 276]]","[2.7398023113865575, 178.58129037144008, 4.831446953107102, 0.6345596996823148]"
59,1,"[[400, 251], [453, 252], [452, 304], [400, 305]]","[2.7356576979302103, -165.03013491933177, -35.09702705286862, -4.555348851071042]"
60,1,"[[398, 268], [451, 268], [451, 320], [399, 320]]","[2.7940540703865846, -177.86120935309197, -1.0940544636063148, -0.029648059589982376]"
61,1,"[[395, 275], [448, 274], [449, 327], [397, 328]]","[2.7426444009723943, -177.4968175569684, 2.3238202114742466, -0.83299315620074]"
62,1,"[[395, 269], [448, 268], [448, 321], [396, 321]]","[2.7634391364055997, -179.29224157197262, 1.4018490896944844, -0.36672986388606005]"
63,1,"[[395, 199], [447, 199], [449, 251], [396, 251]]","[2.8481485421657804, -176.45217641626533, -2.456300575829437, -0.6036957278921425]"
64,1,"[[397, 148], [450, 148], [450, 202], [397, 201]]","[2.7970811481533358, -177.92001372316494, 2.027201909993582, 0.8726278796517272]"
65,1,"[[400, 107], [453, 110], [451, 165], [399, 163]]","[2.77985530814819, -173.7145479510968, 5.843362411541482, 4.275389477481955]"
66,1,"[[400, 68], [454, 72], [453, 126], [399, 122]]","[2.9017574126919383, -175.31985033028585, -3.7121252620288243, 2.5800150276104916]"
67,1,"[[400, 25], [453, 29], [454, 81], [400, 78]]","[3.0228490418098373, -178.20649564150494, -6.86124629052665, 0.3687362809770658]"
103,1,"[[481, 16], [532, 12], [536, 62], [486, 66]]","[3.0373627337609514, 178.92676929184412, 0.23328882055086034, -4.860743284340229]"
104,1,"[[457, 21], [508, 18], [511, 72], [460, 75]]","[2.9481485357281767, -175.09454715479876, 5.762627134966266, -1.2729166340064992]"
105,1,"[[451, 22], [502, 20], [504, 76], [454, 77]]","[2.9390707611524034, -170.06197894210592, 8.045984980369692, 1.347341490211803]"
106,1,"[[409, 27], [460, 24], [464, 77], [414, 82]]","[2.989256882013666, -133.74347867715082, -28.6078037700265, -19.136397163405796]"
107,1,"[[380, 28], [431, 23], [438, 77], [386, 82]]","[3.003216060855007, -175.56864169522748, 3.5151068139992097, -4.678850038656576]"
108,1,"[[334, 26], [386, 22], [390, 76], [339, 79]]","[3.0625611549592904, -177.7176936237, 4.199367603070026, -2.914971707031776]"
109,1,"[[318, 26], [369, 22], [373, 76], [322, 79]]","[3.0795902744792643, -178.2768665225307, 5.63613461815038, -2.4092017868364044]"
110,1,"[[290, 26], [341, 22], [344, 76], [294, 79]]","[3.1134138729274596, -178.9312322043972, 7.0313492047745845, -1.9473708620661758]"
111,1,"[[263, 25], [315, 28], [315, 79], [263, 79]]","[3.203467872382053, -124.28439137005213, -45.822128021104824, -25.043500508914278]"
113,1,"[[259, 30], [312, 35], [311, 87], [258, 83]]","[3.2332946145084294, -177.81741486759523, -0.2568729361775727, 3.4924841901058294]"
114,1,"[[270, 36], [322, 38], [321, 91], [270, 86]]","[3.2671228665784993, -177.6137214649693, 0.9306903880088703, 3.014551144658537]"
115,1,"[[275, 37], [327, 40], [325, 92], [275, 89]]","[3.221952394976918, -177.74717131236483, 2.939868352861082, 3.405597636577635]"
116,1,"[[300, 44], [346, 45], [345, 97], [300, 93]]","[3.3380633177971966, -173.22878040297522, 8.977720152281933, 5.5998121907249745]"
117,1,"[[312, 46], [356, 48], [356, 99], [312, 97]]","[3.3107188920568467, -171.3468110040301, 11.798151884180173, 6.282671242211708]"
118,1,"[[351, 59], [397, 61], [396, 109], [352, 108]]","[3.361532956817628, -138.23784400975148, -41.75203869455471, -18.009946011096574]"
119,1,"[[368, 64], [414, 64], [414, 113], [368, 112]]","[3.2839993942584895, -176.15893420233937, 5.887860571533835, 2.2629996643801826]"
120,1,"[[384, 67], [429, 67], [431, 114], [384, 114]]","[3.346237901970453, -177.36027280176887, 2.124863428102022, 0.24972542235042905]"
121,1,"[[392, 67], [436, 67], [436, 114], [392, 114]]","[3.3604407823657088, -175.70506045448707, 7.418197779028261, 2.328089219580834]"
123,1,"[[408, 70], [449, 74], [446, 118], [404, 115]]","[3.5146885440704314, -175.11554423159336, 7.567043059746414, 7.05743360098687]"
124,1,"[[411, 75], [454, 80], [451, 127], [408, 120]]","[3.450964881489302, -167.633130450125, 4.314460218352287, 8.951916551461569]"
125,1,"[[415, 79], [456, 83], [454, 127], [412, 124]]","[3.5277272909850477, -172.58394372682326, 6.384881371757679, 6.6139563941164]"
126,1,"[[422, 85], [463, 88], [461, 131], [420, 127]]","[3.66488111779455, -173.10743122904353, 2.260349923917896, 5.296668468141739]"
127,1,"[[432, 90], [473, 92], [473, 133], [432, 131]]","[3.7561658482616003, -175.3854694957858, -4.101890911494929, 1.1585264042285461]"
128,1,"[[443, 93], [483, 95], [483, 135], [442, 134]]","[3.7416586513028856, -177.97131596055166, -1.4505805748158949, 1.4052836109714197]"
157,1,"[[486, 67], [532, 70], [529, 116], [482, 114]]","[3.175493479262832, 178.6482277463869, 3.681567639147213, 4.163293016894739]"
161,1,"[[462, 64], [511, 41], [530, 91], [481, 111]]","[2.802556969429959, 175.63299260240768, 5.741315319646523, -21.594000756091887]"
162,1,"[[457, 55], [508, 40], [520, 89], [469, 105]]","[2.808741093654962, 173.04158264294787, 5.695818250596818, -14.739909349280493]"
163,1,"[[452, 40], [507, 36], [508, 91], [452, 95]]","[2.6708610935099446, 175.15120406758606, 6.649612145793442, -1.7307293596066686]"
164,1,"[[445, 27], [503, 31], [499, 92], [441, 89]]","[2.555924874457442, -175.67149069606813, 6.636942699059703, 5.7262081082592005]"
165,1,"[[439, 22], [501, 21], [501, 83], [441, 85]]","[2.4913700875988565, -178.5424003547592, 4.000970736698271, -0.08470721478516922]"
175,1,"[[304, 34], [352, 9], [376, 56], [327, 82]]","[2.939394936923659, 173.88968901825362, 3.0261086496876604, -26.857576459672106]"
176,1,"[[304, 38], [353, 23], [364, 70], [313, 86]]","[3.0262665594149634, 169.3354659632692, 5.521843387388467, -15.368178234391191]"
177,1,"[[303, 32], [352, 35], [348, 86], [299, 83]]","[3.1816857676010266, 179.53511398695525, 6.835804172744956, 5.187084732764319]"
178,1,"[[298, 30], [345, 40], [336, 93], [289, 82]]","[3.146708999526337, -173.89055954080624, 9.413011020891124, 14.690927110411748]"
179,1,"[[286, 35], [335, 50], [324, 97], [279, 83]]","[3.4936006472317067, -170.53974753949527, -1.5731836781957738, 16.201663842783145]"
180,1,"[[274, 49], [324, 55], [322, 100], [273, 95]]","[3.586806028808475, 178.92723811870246, -8.164825642930882, 2.561306444059123]"
181,1,"[[271, 58], [319, 58], [322, 103], [274, 102]]","[3.656042059587657, 178.60626524565993, -6.653744444825016, -3.1175769809974523]"
182,1,"[[271, 81], [314, 68], [330, 113], [288, 125]]","[3.6614920445220434, -172.2515956397377, 2.0111521936224084, -16.519266255960453]"
183,1,"[[285, 81], [329, 74], [337, 119], [295, 126]]","[3.6410423231142093, -175.5531855320282, 4.097561990666129, -8.399164300561443]"
184,1,"[[302, 82], [345, 80], [348, 123], [304, 123]]","[3.784780052458789, 179.13178053938162, -1.8008427076556088, -2.8486897656552794]"
185,1,"[[310, 79], [354, 81], [352, 124], [309, 122]]","[3.689540251635603, 179.44470225024355, 1.2565556209519426, 2.4007824773987942]"
190,1,"[[382, 90], [420, 77], [433, 115], [395, 128]]","[3.8185947165345, 179.05697376149212, 1.7565989570756433, -18.604199828056444]"
191,1,"[[388, 81], [428, 73], [435, 113], [395, 119]]","[3.810157604154105, 177.26816565833707, 0.366699541008542, -10.321202764238558]"
192,1,"[[396, 68], [435, 68], [436, 109], [395, 109]]","[3.793873531840443, -178.77163235412058, 3.920775419732176, 0.9639766897937977]"
194,1,"[[406, 47], [449, 40], [456, 86], [413, 93]]","[3.444106291952481, -175.60872229706123, 7.1457831220203065, -6.583991704016961]"
197,1,"[[420, 44], [464, 30], [478, 73], [434, 87]]","[3.3485125514965817, 176.93468754446462, 0.41348081603548864, -17.94426815937996]"
198,1,"[[424, 41], [469, 30], [480, 74], [435, 84]]","[3.3605317868633553, 176.62779577850367, -0.93137429945235, -14.106595724170296]"
199,1,"[[443, 28], [492, 26], [493, 74], [445, 76]]","[3.16451358207643, 177.9918327733957, 2.2403313391235162, -1.8530133221560336]"
200,1,"[[465, 17], [515, 20], [512, 72], [463, 70]]","[3.031418488918725, -174.5622513177529, 5.664120555213832, 4.908515917920351]"
201,1,"[[478, 14], [530, 11], [530, 67], [480, 67]]","[2.9265290915937308, -174.18907004898224, 7.667956406795669, 1.2609698294057043]"
202,1,"[[487, 13], [537, 3], [545, 62], [495, 68]]","[2.8691815732368795, -167.56363154668244, 13.594933535266197, -3.1601739442957055]"
215,17,"[[872, 496], [880, 496], [888, 507], [876, 502]]","[11.372751788700922, -134.16099011487296, 60.62636824414183, 2.9614929957842935]"
228,1,"[[395, 15], [445, 17], [444, 68], [395, 68]]","[3.1136151103737695, -131.69281396718196, -33.13512710787162, -15.951620381839893]"
229,1,"[[408, 24], [451, 46], [430, 90], [386, 67]]","[3.2255210565310684, -178.59909506422937, 0.682248638564893, 27.240977883488622]"
230,1,"[[408, 27], [450, 51], [428, 92], [386, 70]]","[3.3007782037932216, -151.1613674973053, -47.55612968056293, 14.820178756965342]"
231,1,"[[400, 52], [443, 69], [425, 106], [383, 88]]","[3.5290241444468005, 167.57436583696395, -4.459247155059397, 21.104919268894346]"
232,1,"[[392, 81], [435, 82], [430, 121], [387, 120]]","[3.525660627985273, 167.3069969412218, 3.5957783775893026, 2.208457892160822]"
233,1,"[[379, 89], [421, 82], [428, 125], [386, 132]]","[3.5613776260964376, -178.8765001790467, 3.8482510628226203, -8.402915781128216]"
234,1,"[[377, 90], [419, 82], [427, 124], [385, 133]]","[3.546346764189207, 179.21519201536262, 3.5372721310893125, -10.458325406716867]"
235,1,"[[361, 94], [403, 89], [407, 125], [366, 130]]","[3.8213050582469488, -123.30331394056537, -24.18774260917025, -17.360600858797465]"
236,1,"[[352, 95], [394, 92], [396, 127], [354, 129]]","[3.857076462491171, 163.85330852871442, -6.922622186011599, -6.482751684546768]"
237,1,"[[311, 97], [353, 94], [354, 134], [312, 137]]","[3.757204384187387, 172.9202696894879, 2.10512316215912, -3.9969133111344366]"
238,1,"[[274, 95], [317, 99], [315, 140], [274, 137]]","[3.9543926724471747, -142.25981383260756, -46.60592907771814, -14.325247425138652]"
245,1,"[[270, 46], [319, 53], [315, 100], [266, 95]]","[3.433192261326757, -179.5959368994662, -0.05919396321714248, 5.981133468840006]"
246,1,"[[300, 49], [349, 54], [349, 102], [300, 98]]","[3.4515387149063668, -174.38169697697415, -3.9150059130037156, 2.9985771634811083]"
247,1,"[[360, 70], [406, 69], [410, 119], [364, 119]]","[3.311907415600308, -168.73788830382819, 4.862108994053332, 0.6057293924987018]"
248,1,"[[368, 80], [415, 79], [417, 128], [372, 129]]","[3.278114356258936, -171.9423576380009, 5.160435091302109, 0.21815169443435972]"
249,1,"[[370, 106], [412, 104], [417, 150], [376, 153]]","[3.4370323977575103, -148.19312464691592, -41.112231074602775, -21.095352053619802]"
250,1,"[[360, 121], [401, 116], [406, 161], [364, 165]]","[3.4822152455298743, -176.5192994839148, 8.500537578849206, -3.7248779158938023]"
252,1,"[[291, 130], [333, 129], [334, 171], [292, 172]]","[3.7434947950080804, 179.3433406919674, 2.6488600665331528, -1.129524675964012]"
253,1,"[[263, 121], [303, 124], [304, 166], [263, 163]]","[3.9413261858029496, -172.03829393308615, 3.2303734968077102, 4.426187845963201]"
263,1,"[[305, 7], [356, 6], [359, 56], [307, 58]]","[3.228521082387588, 177.73041804260308, 0.8959062395790853, -2.519499172584892]"
264,1,"[[304, 12], [356, 12], [358, 61], [305, 62]]","[3.2130287465287966, 175.30868809387417, -1.2935666559885444, -2.3568989132719937]"
265,1,"[[320, 68], [370, 69], [368, 116], [318, 115]]","[3.228758842404855, 173.74142460768203, 0.027782202560493782, 0.45314787270033147]"
266,1,"[[337, 88], [386, 87], [387, 135], [339, 136]]","[3.2455351781680535, 179.59574941379273, 0.7805231282342734, -1.4254230150797578]"
267,1,"[[349, 94], [397, 94], [398, 142], [352, 143]]","[3.2692150351818374, -141.72957386097028, -37.77145910950494, -16.29617482743122]"
268,1,"[[361, 101], [407, 100], [411, 147], [364, 148]]","[3.358384442404094, -174.40662391920807, -1.0394029494000248, -2.0472425731151866]"
269,1,"[[372, 102], [416, 99], [420, 146], [374, 147]]","[3.376258260845836, -176.9928070863965, 2.7499802959047224, -2.1232881416993905]"
270,1,"[[379, 86], [423, 85], [426, 132], [381, 133]]","[3.3756118765078957, -173.5412183126461, 4.831608697115215, -0.03523198387371714]"
271,1,"[[382, 87], [428, 89], [428, 134], [382, 132]]","[3.4338627303503917, -178.55774955155732, -4.066981257188226, 0.7643443498712991]"
272,1,"[[383, 101], [428, 104], [427, 150], [382, 147]]","[3.3996030632806757, -173.78503365755367, 0.6431222288226777, 3.701830725444504]"
273,1,"[[383, 109], [428, 112], [427, 157], [382, 156]]","[3.3576792798911623, -146.743705174848, -36.0683026169003, -10.216042144306055]"
274,1,"[[382, 109], [427, 110], [427, 156], [382, 155]]","[3.361419909608701, -176.23185076814408, 2.2979663503402055, 1.678791164546845]"
275,1,"[[382, 105], [427, 107], [426, 152], [381, 151]]","[3.374922939078344, -178.19433566449538, 1.810477955142629, 2.1922216106986836]"
