Frame ID,QR ID,QR 2D,QR 3D
240,9,"[[721, 66], [754, 70], [747, 104], [715, 100]]","[4.448458985180878, -143.6277133572295, -6.148710024485125, 4.286563217411105]"
240,8,"[[636, 50], [651, 51], [649, 68], [633, 67]]","[9.004499668864469, -173.47613771888925, 17.90546976281761, 11.054866132047534]"
241,9,"[[657, 69], [694, 72], [688, 113], [651, 108]]","[3.7998286604421376, -169.6202274291447, 15.580161014594886, 11.799789928705495]"
241,8,"[[561, 48], [577, 49], [575, 68], [559, 67]]","[8.303505012271156, -168.26996551245168, 20.445295744832055, 12.046112698403336]"
242,9,"[[666, 64], [704, 68], [698, 110], [660, 104]]","[3.763826940586581, -165.49922052842973, 12.143011387036337, 11.800494346691936]"
243,9,"[[680, 72], [719, 77], [712, 119], [672, 113]]","[3.6127775102217483, -172.40038686334069, 11.966952042473444, 12.096639343439843]"
244,9,"[[683, 81], [723, 85], [716, 128], [676, 122]]","[3.562469830254828, -171.76823489058026, 13.004936260314361, 11.513894221995692]"
244,8,"[[585, 56], [601, 58], [598, 76], [583, 75]]","[8.437798130259479, -143.886798553942, -31.68320171133191, -8.962776918386112]"
245,9,"[[680, 84], [721, 88], [712, 132], [673, 125]]","[3.5003365681160914, -170.8329307954141, 16.25793674254202, 13.451216611166348]"
245,8,"[[582, 57], [599, 58], [596, 77], [579, 75]]","[8.131613239835554, -175.7041224546182, 15.927685349420933, 11.229801861177188]"
246,9,"[[681, 84], [723, 89], [714, 132], [674, 126]]","[3.6151951365358292, -165.1184677020042, 6.506075596104577, 10.963257355715491]"
246,8,"[[583, 56], [599, 57], [595, 77], [579, 75]]","[7.7567969568112245, -172.22462550581727, 26.29810172044529, 16.361695433588473]"
247,9,"[[682, 84], [724, 89], [715, 134], [675, 127]]","[3.4166908143661407, -167.49613006132464, 15.755235689413633, 13.797537647810774]"
247,8,"[[583, 56], [599, 58], [596, 77], [579, 75]]","[8.036001356788914, -171.51763016149508, 19.743228125079685, 14.73392044172636]"
248,9,"[[678, 89], [720, 93], [712, 138], [670, 131]]","[3.3642739157578925, -175.01634628387248, 13.719833332644376, 11.923695812325482]"
248,8,"[[579, 59], [596, 61], [591, 80], [575, 78]]","[7.785940159216131, -135.30377942221182, -34.09584709756814, -8.642906320418902]"
249,9,"[[671, 94], [713, 99], [705, 144], [663, 137]]","[3.348198615239233, -172.53655863506546, 13.117319023841098, 12.305050040676953]"
249,8,"[[572, 61], [589, 64], [585, 82], [568, 81]]","[7.8104733749697255, -136.8486681591441, -31.661778183952148, -7.270031600824878]"
250,9,"[[630, 97], [677, 106], [664, 154], [619, 145]]","[2.965871401052432, -146.51085675443704, -18.515649641532548, 4.728402381842026]"
251,9,"[[217, 142], [264, 149], [256, 201], [208, 194]]","[3.1008964444126996, -179.89522109162522, 10.710289178496168, 9.814881392806683]"
251,8,"[[116, 89], [134, 92], [130, 113], [112, 111]]","[8.201620381390713, -83.99190237053519, -74.45878580424952, -72.38796354964106]"
252,2,"[[502, 6], [633, 17], [615, 150], [486, 135]]","[1.1227191252082824, 179.79065001802476, 6.09063997259967, 7.672207215222085]"
252,9,"[[175, 175], [224, 182], [218, 234], [168, 228]]","[3.1461209691921526, -179.1132234121916, 8.451653713471106, 8.18545682008451]"
252,8,"[[72, 120], [92, 123], [89, 144], [69, 142]]","[8.425843044624251, -92.93529556651045, -76.1723945149181, -66.47609241040021]"
253,2,"[[501, 9], [632, 21], [613, 153], [485, 138]]","[1.1257338854412424, 179.97789541886814, 5.9790704183421015, 7.903450418458744]"
253,9,"[[172, 175], [222, 182], [216, 235], [166, 228]]","[3.130776435809529, -177.77904587839822, 8.18613881732674, 8.621603020992776]"
253,8,"[[69, 120], [89, 123], [86, 144], [66, 141]]","[8.666686314154973, 179.54572027277456, 10.59607335725405, 9.180006618411866]"
254,2,"[[508, 6], [640, 18], [622, 150], [492, 135]]","[1.1187449680944312, 178.88143855604363, 5.009893587918356, 7.462922235821558]"
254,9,"[[178, 173], [228, 180], [222, 233], [171, 224]]","[3.1737795827673523, -177.60260441339383, 6.0910194360623695, 9.341424716707985]"
255,2,"[[527, 6], [647, 18], [632, 136], [513, 123]]","[1.2361004323171711, 177.8167784774818, 3.1839995477843384, 6.9153861237222864]"
255,9,"[[189, 170], [239, 177], [233, 229], [183, 221]]","[3.1912287702342947, -177.41999642269127, 5.81948238912099, 8.921348613713844]"
256,9,"[[205, 161], [254, 167], [249, 219], [199, 213]]","[3.1397906472205968, -178.45613871510574, 7.277716185056521, 7.638645107831408]"
257,9,"[[222, 151], [271, 157], [266, 209], [216, 202]]","[3.1509492059994697, -177.79713284428695, 6.191278948890081, 8.09383817596223]"
264,9,"[[526, 56], [580, 60], [573, 116], [520, 110]]","[2.7055972955812515, -177.93436155019327, 6.965029003203008, 7.608843905946197]"
265,9,"[[549, 45], [602, 50], [595, 106], [542, 101]]","[2.7018883876178914, -175.38165871677913, 9.449936307550862, 8.778069096485387]"
266,9,"[[570, 34], [625, 38], [616, 96], [563, 90]]","[2.6483862472752646, -175.84633209568682, 11.331271601503916, 9.584340544301458]"
267,9,"[[588, 24], [644, 29], [636, 86], [580, 79]]","[2.6254543619609017, 179.1568229550889, 6.194479045621528, 8.320486109550163]"
268,9,"[[605, 17], [661, 25], [652, 83], [595, 75]]","[2.597987692741888, -177.28028967767176, 5.596127303161616, 10.11013611762463]"
269,9,"[[617, 16], [674, 23], [664, 83], [608, 75]]","[2.585638532100123, -173.54035186464031, 8.24700554575864, 10.761828452991052]"
270,9,"[[627, 17], [686, 22], [677, 84], [619, 76]]","[2.517826942718673, -175.7506436125945, 7.596423773850386, 9.169319174362418]"
271,9,"[[641, 18], [701, 24], [691, 86], [632, 78]]","[2.4730622434988687, -176.90432759724106, 7.938873758054844, 9.744337304855629]"
272,9,"[[655, 17], [715, 24], [704, 87], [645, 79]]","[2.4602645146574105, -173.40935093886398, 9.757388305492555, 11.091088924199966]"
273,9,"[[667, 15], [729, 21], [718, 85], [657, 76]]","[2.402863054872683, -177.7829178869697, 8.56344150027769, 10.28112921549228]"
274,9,"[[681, 13], [743, 20], [731, 85], [670, 76]]","[2.398073019040789, -174.32616722148342, 10.00775283896322, 11.472003717170598]"
275,9,"[[694, 12], [759, 20], [745, 84], [683, 74]]","[2.339899411296178, 179.97647841492724, 8.677281453904229, 11.579763896994312]"
285,8,"[[706, 25], [731, 25], [728, 53], [703, 54]]","[5.6274427368877395, -140.5061108565482, -14.590543664746255, -7.999268522990095]"
286,8,"[[691, 45], [717, 45], [714, 74], [689, 74]]","[5.477263460459968, -145.48485338531825, -15.067401054377365, -6.733297338329097]"
287,8,"[[689, 51], [715, 51], [711, 81], [686, 80]]","[5.318523510776866, -167.01452678739585, 26.54001363181388, 12.555534073715076]"
288,8,"[[685, 58], [711, 58], [708, 87], [682, 87]]","[5.332819942049945, -170.68964851347556, 23.550434965037873, 9.648062463884969]"
289,8,"[[683, 51], [708, 52], [705, 80], [680, 80]]","[5.5137015476668685, -145.33045252772698, -17.364549754375624, -6.468495366647132]"
291,8,"[[665, 41], [692, 41], [689, 71], [662, 70]]","[5.282420861030745, -171.59542959109228, 18.422501824956573, 8.760739585049285]"
292,8,"[[660, 43], [687, 43], [683, 73], [657, 72]]","[5.255436071717527, -171.60802626758962, 21.476400460764374, 10.218384743229516]"
293,8,"[[658, 39], [686, 38], [683, 68], [656, 67]]","[5.276585099943175, -175.67172373663666, 15.657680410769453, 6.438712443464798]"
300,8,"[[456, 16], [490, 9], [493, 47], [460, 53]]","[4.210994903902434, -177.95241196416583, 15.20777756192737, -3.8850242764157596]"
301,8,"[[451, 16], [485, 11], [488, 50], [455, 55]]","[4.189154984507919, -130.46861011892872, -30.158139438532604, -25.25095956196448]"
302,8,"[[455, 20], [489, 14], [493, 53], [460, 59]]","[4.166815004311616, -131.15711159896512, -28.781742135610063, -25.930906408907845]"
303,8,"[[456, 15], [489, 10], [493, 50], [460, 55]]","[4.142524265232307, -169.38331399131602, 18.503151735677715, 0.10246882219423291]"
304,8,"[[454, 41], [490, 37], [493, 81], [456, 84]]","[3.7113340734628295, -170.31224686323134, 18.006427353851606, 2.1173435813782016]"
305,8,"[[527, 49], [571, 46], [569, 99], [526, 100]]","[3.0002535921231144, -170.9301237919679, 22.51384346667065, 6.606050187598946]"
306,8,"[[548, 55], [593, 52], [591, 108], [547, 109]]","[2.833518252639737, -168.40369835491046, 26.113983934171003, 8.121987352131004]"
307,8,"[[560, 57], [606, 55], [603, 111], [557, 111]]","[2.8057470230548236, -170.1799041164349, 24.249383700070947, 8.37852333369854]"
308,8,"[[576, 54], [624, 52], [619, 109], [572, 109]]","[2.7290476912544106, -172.24855656410097, 24.716143193373842, 8.740013807043713]"
309,8,"[[596, 49], [644, 47], [639, 106], [591, 105]]","[2.679827574763858, -170.09845034435548, 26.498606925654286, 10.300448513711213]"
310,8,"[[617, 45], [667, 44], [662, 104], [612, 102]]","[2.6570868869478357, -168.17510433251795, 24.386734365722585, 10.525041630962752]"
311,8,"[[645, 49], [697, 49], [691, 110], [640, 108]]","[2.5942495477572787, -166.45960491893914, 25.22277267519611, 11.352593137907094]"
312,8,"[[671, 49], [724, 48], [717, 111], [665, 109]]","[2.526711450215617, -166.88710209945177, 28.21765530948318, 12.238165896815278]"
313,8,"[[692, 52], [746, 53], [737, 119], [684, 113]]","[2.455185409414795, -162.4859749310075, 29.49530813249107, 15.987701189372993]"
314,8,"[[711, 59], [767, 61], [756, 127], [701, 121]]","[2.406483631789629, -165.67954856855744, 28.916146190469874, 15.822816254871347]"
316,1,"[[99, 110], [124, 110], [125, 132], [101, 133]]","[7.9626279451797, -114.97521614613848, -59.31568744991768, -41.60316292396424]"
317,1,"[[134, 117], [159, 120], [157, 142], [134, 141]]","[7.648139213785519, -127.01786877360571, -64.24281332915358, -31.35873484458831]"
318,1,"[[141, 122], [167, 123], [167, 145], [143, 146]]","[7.539494073699883, -125.00770759392636, -57.08561935594412, -32.0488175763957]"
319,1,"[[151, 121], [176, 122], [176, 144], [152, 145]]","[7.465912763584918, -123.50895173352512, -57.91495483832322, -33.05782222809092]"
320,1,"[[163, 120], [191, 121], [189, 143], [165, 142]]","[7.547244156651918, -129.4608789406856, -50.53675876624771, -20.917832029366103]"
322,1,"[[201, 128], [227, 128], [226, 150], [204, 150]]","[7.551229028149011, -132.81358435583977, -49.48015795348104, -22.831740806256665]"
323,1,"[[210, 117], [234, 118], [233, 141], [210, 141]]","[7.0867405493812905, -127.87761297169789, -56.854094608843866, -28.703169672927192]"
324,1,"[[217, 118], [242, 121], [240, 144], [217, 143]]","[6.996467363053285, -136.96927788578353, -57.552682397988775, -21.78255689952617]"
325,1,"[[283, 142], [309, 143], [308, 168], [283, 167]]","[6.360407557598486, -179.7123821842566, 0.2135894068095309, 1.7994191976616603]"
326,1,"[[304, 159], [335, 161], [334, 189], [306, 187]]","[5.695008972329859, -157.37969556181716, -35.96305755208167, -6.134784240075019]"
327,1,"[[317, 177], [346, 178], [345, 208], [316, 206]]","[5.255897483724105, -177.5748162850657, 3.229378183599696, 3.385464899527019]"
328,1,"[[325, 178], [354, 181], [353, 210], [324, 207]]","[5.378935226838638, -171.73329903302343, -0.906707763508715, 5.565952085420059]"
329,1,"[[342, 183], [372, 184], [370, 214], [343, 213]]","[5.123394041108255, -175.51557752476148, 6.413120117136506, 3.2879783704425547]"
330,1,"[[355, 180], [385, 181], [383, 211], [355, 209]]","[5.163128671822549, -176.63376630669313, 2.8827179798807867, 3.4766559783768916]"
331,1,"[[355, 171], [385, 172], [383, 202], [355, 201]]","[5.07967668558604, -150.96734100424194, -44.08337848873002, -10.94703334836684]"
332,1,"[[352, 168], [383, 169], [381, 200], [352, 199]]","[4.924760379914013, -150.34632686887258, -44.189675892435126, -11.291293987937205]"
333,1,"[[354, 174], [385, 176], [383, 207], [354, 205]]","[4.954013584398642, -174.17421854510644, 3.7938837046023752, 4.535175027048074]"
334,1,"[[359, 179], [391, 180], [389, 212], [360, 210]]","[4.856355569968361, -173.93211633114564, 3.9658817883590816, 3.613037977014422]"
335,1,"[[384, 187], [417, 189], [415, 223], [383, 221]]","[4.420429097169456, -175.31681607082356, 5.981819286957601, 4.64026618814393]"
336,1,"[[444, 210], [483, 212], [481, 254], [443, 252]]","[3.4763994610637976, -173.44871824974922, 12.30882450186027, 5.034417031168077]"
337,1,"[[461, 209], [502, 212], [499, 255], [461, 251]]","[3.415103791095062, -168.05383511851446, 10.896170604493806, 6.894900798033111]"
338,1,"[[482, 203], [523, 203], [520, 249], [482, 244]]","[3.3212740471568782, -170.25010200735315, 15.214690464042365, 6.375070398715512]"
339,1,"[[494, 186], [535, 188], [534, 232], [493, 229]]","[3.3493281823578753, -168.63952036471656, 9.456034971319015, 5.300194721051445]"
340,1,"[[492, 175], [534, 177], [531, 222], [490, 219]]","[3.2725753760961207, -173.17020874666986, 11.439533239422579, 5.870849638660807]"
341,1,"[[487, 173], [529, 175], [526, 221], [484, 218]]","[3.1978001291500715, -174.48105127164075, 12.894255263742489, 6.134483779356494]"
342,1,"[[484, 176], [527, 180], [524, 226], [481, 223]]","[3.141162590634129, -162.79312922459349, -33.58352568832586, -3.0851359890095646]"
343,1,"[[485, 182], [528, 185], [526, 233], [483, 229]]","[3.0727525208491926, -168.70528011434763, 14.261097653111309, 7.429222784889941]"
344,1,"[[488, 189], [532, 191], [529, 240], [486, 236]]","[3.02125487431299, -171.46069196056817, 15.015367908122776, 6.8117774521711105]"
345,1,"[[499, 226], [550, 231], [546, 284], [497, 279]]","[2.684030770429896, -168.82426172568023, 10.715544022395385, 7.16194160709097]"
346,1,"[[605, 209], [669, 216], [665, 287], [601, 276]]","[2.0081580979989124, -159.77451194871662, 20.616507747282515, 11.153452606018854]"
347,1,"[[656, 202], [724, 210], [716, 286], [650, 273]]","[1.8965742640857637, -160.41367894236407, 25.423271587428466, 13.376738952470761]"
348,1,"[[665, 193], [733, 202], [724, 279], [657, 266]]","[1.8722860346211707, -161.42542781185495, 26.59861765002302, 14.271392070851979]"
349,1,"[[666, 186], [736, 197], [725, 275], [656, 259]]","[1.8501183340155205, -159.70610694289886, 23.616034759603117, 15.560855694810181]"
350,1,"[[668, 184], [739, 196], [726, 277], [658, 259]]","[1.7876938269830713, -158.49098599510583, 27.325869611327768, 17.750118136328123]"
351,1,"[[677, 186], [750, 200], [736, 281], [666, 262]]","[1.766056655097824, -157.2262919561936, 25.53720328311476, 18.0988343313122]"
352,1,"[[688, 188], [761, 203], [747, 286], [676, 265]]","[1.7253496211325652, -155.547323100738, 27.90465604290552, 19.661845832030927]"
353,1,"[[703, 192], [778, 208], [763, 292], [690, 271]]","[1.6946918531400328, -155.98340437284264, 28.11410082951739, 19.635300920527133]"
354,1,"[[723, 195], [802, 212], [786, 297], [711, 275]]","[1.66119498087573, -153.0083932969278, 27.56969492829469, 19.792472479857018]"
355,1,"[[744, 198], [825, 216], [809, 303], [732, 280]]","[1.6187778642735187, -150.9571583446914, 29.851984043177534, 20.747909751364837]"
378,6,"[[453, 22], [501, 24], [499, 72], [449, 69]]","[3.13922439070508, 175.89217379668582, 1.4302662030637139, 2.9904326582781287]"
379,6,"[[485, 21], [536, 24], [532, 72], [483, 68]]","[3.081428128725938, 175.14719875685668, -1.1248384520424768, 3.1149766195677135]"
380,6,"[[514, 29], [564, 33], [561, 82], [511, 77]]","[3.0469791084615654, 177.38034772867476, -2.7922772020402964, 3.6211833631680777]"
381,6,"[[539, 32], [590, 35], [584, 84], [535, 80]]","[2.9788252083149684, 175.94133607276075, 3.973329931603115, 5.30750565672953]"
382,6,"[[560, 30], [611, 32], [605, 82], [556, 79]]","[2.9493363899812706, 177.41246714202106, 6.955691852177239, 5.448685921423384]"
383,6,"[[581, 28], [631, 30], [625, 81], [576, 78]]","[2.949115467924525, -179.7509637976276, 9.522164576433875, 6.592894817351519]"
384,6,"[[598, 25], [649, 27], [645, 78], [593, 75]]","[2.880406423162513, 176.74529090377257, 5.8281521036983115, 4.902320256845371]"
385,6,"[[615, 23], [668, 25], [663, 76], [610, 73]]","[2.8045254387365435, 173.96675537901447, 6.294707992826253, 5.06180002618565]"
386,6,"[[632, 22], [686, 24], [681, 76], [628, 73]]","[2.7896318591366533, 175.4295813032393, 5.735723492453531, 4.807173476621503]"
387,6,"[[649, 26], [702, 29], [697, 81], [644, 79]]","[2.8041171747209317, 178.48948633220732, 7.1997973928982635, 5.514946834291472]"
388,6,"[[662, 32], [716, 34], [712, 87], [658, 85]]","[2.758779562789593, 177.71809047140437, 6.24373494845599, 4.437310642137133]"
389,6,"[[677, 35], [732, 35], [727, 90], [673, 88]]","[2.7270831414539716, 178.83633041269783, 10.253618779093829, 4.971917522728119]"
390,6,"[[692, 34], [748, 35], [743, 90], [687, 88]]","[2.6658934576992346, 176.8932385559854, 9.634658903926612, 5.249399038074631]"
391,6,"[[703, 33], [760, 33], [755, 89], [698, 87]]","[2.628519405379593, 176.05144332116774, 10.645530045560983, 5.139093591693005]"
392,6,"[[716, 28], [775, 27], [769, 83], [711, 82]]","[2.576367324065777, 173.51182107553268, 12.883186959261177, 5.212212226184603]"
393,6,"[[729, 14], [788, 13], [781, 71], [723, 70]]","[2.5948852083700333, 177.33574491088245, 14.84628425092566, 6.405867868156392]"
397,3,"[[618, 117], [630, 118], [628, 128], [617, 127]]","[12.494922799978644, -127.81858751031614, -9.693353972319308, 1.5786010203058591]"
398,3,"[[624, 119], [635, 120], [634, 131], [623, 130]]","[13.128132091532324, -179.20448796312496, 1.500504881402068, 5.463110393377314]"
405,3,"[[682, 166], [693, 165], [694, 176], [682, 176]]","[12.403077735242514, 166.85728182435736, 2.781097397055888, -2.05416179039332]"
408,3,"[[687, 153], [699, 154], [698, 165], [686, 164]]","[11.910524144903555, 168.23835072845412, 3.013422783771025, 5.365198338311753]"
409,3,"[[693, 152], [704, 152], [703, 164], [692, 163]]","[12.71470472938768, -172.38470233493018, 16.242415766743935, 7.002321386807454]"
412,3,"[[715, 170], [728, 169], [728, 179], [716, 180]]","[11.454597786952004, -127.35809810206095, 6.63880608886193, -3.202726061776489]"
414,3,"[[736, 167], [749, 167], [748, 178], [736, 178]]","[11.533351963676346, -134.52455153670957, 5.644127404653323, 1.1779570698687833]"
415,3,"[[744, 169], [757, 169], [757, 179], [744, 180]]","[11.130745204387601, 156.43490120127464, 9.427930990352408, -0.09433924072742711]"
416,3,"[[754, 167], [766, 167], [766, 178], [753, 178]]","[11.602886182099073, 164.01699290332425, 10.340746057815135, 2.409452070369612]"
417,3,"[[764, 169], [777, 170], [776, 181], [763, 180]]","[11.13944683665616, 160.9019897929522, 7.227632663245089, 6.044734480283447]"
421,3,"[[828, 160], [842, 161], [840, 173], [827, 172]]","[11.086155596478019, -134.93239334247147, 13.534612783162865, 7.889820197486108]"
475,3,"[[825, 245], [843, 246], [840, 261], [824, 260]]","[8.599412800536896, -143.67919509109424, 9.514063287113634, 4.681796129235785]"
476,3,"[[816, 251], [834, 251], [833, 266], [816, 266]]","[8.369576450012701, -142.0936033743736, 13.511122438102188, 1.7106451705904933]"
477,3,"[[809, 259], [827, 260], [824, 275], [808, 273]]","[8.500805349617945, -140.86418885068946, 10.678797978353703, 6.436132764914609]"
478,3,"[[803, 266], [820, 267], [818, 282], [801, 281]]","[8.464014025174015, 160.86804985524725, 18.374934828725774, 5.665406766498552]"
479,3,"[[795, 275], [812, 276], [810, 291], [793, 290]]","[8.41448993886638, 159.97211713166703, 18.217862106238425, 5.413177678651483]"
480,3,"[[786, 284], [803, 285], [800, 301], [784, 299]]","[9.096327002627303, -167.52380869924536, 9.374232817379314, 7.518006942424393]"
485,3,"[[806, 323], [825, 326], [823, 340], [805, 338]]","[7.7198527794316325, -138.13357922775876, 16.154445573569898, 8.712000291890696]"
486,3,"[[806, 326], [824, 328], [823, 343], [805, 341]]","[7.9483452572250375, 150.7976694868125, 8.528969113013808, 6.73004281444605]"
486,10,"[[42, 161], [51, 162], [50, 174], [41, 172]]","[16.28266894437057, -175.84216128034836, 18.498773659433894, 11.036205327150194]"
487,3,"[[806, 324], [824, 326], [822, 342], [805, 340]]","[8.16931749535062, -153.68788769796782, 17.321719047956734, 7.530901198668748]"
488,3,"[[805, 321], [823, 323], [821, 339], [804, 337]]","[8.164640257586267, -153.36694809292857, 17.284844602704666, 7.594051275402643]"
489,3,"[[803, 318], [821, 320], [819, 336], [801, 333]]","[7.926526094495483, -146.20953099250102, 15.033247054472179, 8.957005983089802]"
490,3,"[[801, 314], [819, 316], [818, 332], [800, 330]]","[7.901781892942248, 157.44342865872642, 6.067921980783665, 6.650953474377619]"
491,3,"[[802, 310], [820, 312], [819, 328], [801, 326]]","[7.905381736782615, 157.71469831370376, 5.998343808301145, 6.672245960454397]"
491,10,"[[20, 149], [30, 151], [29, 163], [19, 162]]","[15.28584720893588, -47.12428069175656, -78.10384877666534, -119.75318346288563]"
492,3,"[[804, 302], [822, 304], [821, 320], [802, 318]]","[7.742480763835631, 156.22876182765353, 9.849717210562087, 6.922023009613538]"
492,10,"[[17, 148], [28, 150], [26, 162], [17, 160]]","[15.982732021434646, -174.7039396861185, 16.117487419594482, 12.338701143846684]"
493,3,"[[803, 301], [821, 303], [820, 319], [801, 317]]","[7.738785799303518, 156.2594556803905, 9.759289631166622, 6.924319009673716]"
494,3,"[[798, 302], [816, 304], [815, 320], [796, 318]]","[7.719034479009025, 156.03917589651144, 9.499689849976086, 6.8831105748212185]"
495,3,"[[792, 305], [810, 306], [809, 323], [791, 321]]","[7.919173137551637, -152.60589260078552, 16.985518539587883, 6.064936511615174]"
496,3,"[[784, 303], [803, 305], [802, 321], [784, 320]]","[7.646112983968585, -147.9348024292818, 18.322738405410806, 6.032937756434666]"
497,3,"[[779, 301], [797, 303], [795, 320], [777, 317]]","[7.827139400893225, -151.31480514780196, 14.851311792134787, 9.212897371004223]"
498,3,"[[773, 300], [791, 301], [790, 318], [771, 316]]","[7.660623039457741, 158.93042139640923, 10.61325448223604, 5.381045573947472]"
499,3,"[[771, 301], [789, 303], [787, 320], [769, 317]]","[7.802330505190002, -151.26057325866913, 14.080336383580063, 9.118688666021455]"
500,3,"[[770, 304], [788, 305], [787, 322], [768, 320]]","[7.648943366669463, 158.5791857185422, 10.542875222818829, 5.321044445287161]"
501,3,"[[768, 304], [787, 306], [785, 323], [767, 321]]","[7.604813246756314, -152.00828259938177, 14.135108687586696, 7.236580398548607]"
502,3,"[[766, 300], [785, 302], [783, 319], [765, 316]]","[7.5521104180181515, -146.83263020144665, 15.877396967989805, 9.090928366090004]"
503,3,"[[761, 293], [780, 294], [779, 310], [761, 309]]","[7.6361651088569875, -144.78176402205534, 13.136968820734346, 4.151648645435532]"
504,3,"[[755, 285], [774, 287], [773, 303], [754, 301]]","[7.382000864010076, 153.1204474555535, 4.345615170273424, 6.31038458843977]"
505,3,"[[749, 284], [768, 284], [768, 301], [749, 301]]","[7.441147004283842, 159.2928304196218, 8.042801346694906, 0.6106444175628011]"
506,3,"[[741, 283], [760, 282], [760, 300], [741, 299]]","[7.42244894582579, 159.24257594021023, 7.809613254148092, 0.5460968146542365]"
507,3,"[[735, 279], [753, 280], [752, 297], [734, 296]]","[7.804551003904164, 167.02331866220462, 6.75522182381101, 3.75276499626904]"
508,3,"[[726, 276], [744, 276], [745, 293], [726, 293]]","[7.56082547621274, 161.98330422030799, 2.5021773606769053, 0.12485378245328697]"
509,3,"[[719, 274], [738, 274], [738, 291], [720, 291]]","[7.551569424249434, -149.76845324416976, 11.705621451700058, 1.127370527171351]"
510,3,"[[713, 275], [732, 276], [731, 293], [712, 291]]","[7.340086073608752, -143.29009823443687, 8.430594325037246, 5.345113545870627]"
511,3,"[[706, 280], [724, 280], [723, 297], [705, 297]]","[7.689794761557846, 164.79612381140285, 13.735880161203294, 1.2560929039920619]"
512,3,"[[700, 282], [719, 283], [718, 300], [700, 299]]","[7.5096374786099265, -150.04276851981157, 8.848706703560019, 3.866503671153346]"
513,3,"[[700, 284], [719, 285], [717, 303], [699, 301]]","[7.5079023468733315, -154.78894768849855, 5.174570537433164, 5.07320514912043]"
514,3,"[[702, 289], [720, 290], [720, 307], [701, 306]]","[7.505822537439715, 161.0613148035336, 1.5275087075869662, 3.1244837450580647]"
515,3,"[[708, 291], [727, 293], [726, 311], [707, 309]]","[7.234771743328066, 164.02665962153986, -2.4593362931309253, 5.660129580577669]"
516,3,"[[722, 296], [742, 298], [741, 315], [722, 314]]","[7.114075788173489, -147.78273962911427, 12.704293905549653, 5.346714215925957]"
517,3,"[[733, 296], [753, 296], [753, 315], [733, 314]]","[7.567877960749026, -177.41320049547446, 7.7730466614841385, 1.0326059550185789]"
518,3,"[[736, 298], [756, 299], [755, 317], [735, 316]]","[7.018658643768714, 159.13238074659506, 7.856565437456994, 3.3677986510858275]"
519,3,"[[736, 302], [755, 303], [754, 322], [734, 320]]","[7.1716491634841155, 166.16099566532398, 7.763563391903521, 4.834336825625347]"
520,3,"[[737, 302], [757, 302], [757, 321], [737, 320]]","[7.568726764478878, -177.4446931933645, 8.126574640455251, 0.9956613684165223]"
