Frame ID,QR ID,QR 2D,QR 3D
219,15,"[[392, 148], [463, 145], [468, 217], [397, 221]]","[2.070820419723545, -175.6013502082645, 2.145946340354028, -2.425141718248855]"
220,15,"[[392, 145], [464, 140], [467, 214], [396, 217]]","[2.032803038103077, -178.76760470617225, 4.6768083571649255, -2.135656562143435]"
221,15,"[[390, 150], [461, 147], [465, 219], [395, 223]]","[2.069431111520174, -175.83854365913388, 3.5509571617904987, -2.037742687100692]"
222,15,"[[390, 152], [462, 148], [465, 220], [395, 224]]","[2.0629362607601087, -178.25217697839167, 3.017339842528292, -2.528379065668069]"
223,15,"[[389, 147], [461, 144], [464, 216], [394, 219]]","[2.079984069625589, -176.50544784968207, 1.9859689200195025, -1.9936904602488583]"
224,15,"[[379, 141], [450, 138], [455, 211], [383, 214]]","[2.0687242202546257, -176.18760565317183, 2.476415093868715, -1.9972510033249578]"
225,15,"[[381, 129], [453, 126], [457, 199], [385, 202]]","[2.0673606473437123, -177.3570582415529, 2.0086415311035024, -2.0486648827857747]"
226,15,"[[381, 127], [453, 124], [457, 198], [385, 200]]","[2.0637890582024445, -176.0462905782155, 2.5583266059616547, -1.5289869192897483]"
227,15,"[[382, 114], [455, 111], [458, 185], [386, 187]]","[2.0637570610685776, -177.2706837032515, 2.1670325527734513, -1.5787252826199136]"
228,15,"[[383, 108], [457, 106], [460, 179], [387, 182]]","[2.0577204646119602, -178.50988094959658, 0.26615996485717613, -2.077661231685584]"
229,15,"[[390, 118], [465, 115], [468, 189], [395, 192]]","[2.0308832374152352, -178.06742657057285, 0.35066120534496864, -2.383065631307041]"
230,15,"[[401, 124], [477, 121], [479, 197], [405, 199]]","[1.9772795174251667, -178.0264308688228, 1.8434924025941843, -1.5383529295526326]"
231,15,"[[410, 138], [486, 136], [489, 211], [414, 215]]","[1.9513493095613388, -178.09056920041567, 0.9390780590006054, -2.076821285335572]"
232,15,"[[423, 135], [500, 133], [502, 209], [428, 212]]","[1.9441577511897317, -151.87418794665976, -25.37949229195917, -9.2438653527469]"
233,15,"[[448, 122], [526, 120], [529, 199], [452, 203]]","[1.8621674009843185, -175.2253901291217, 3.793713871973827, -1.198095263144647]"
234,15,"[[463, 116], [542, 113], [546, 193], [468, 197]]","[1.848854856792121, -174.65106300790222, 2.3520391898886803, -1.9668588283039647]"
235,15,"[[475, 98], [556, 94], [559, 176], [479, 180]]","[1.8011892589545266, -177.65904985131468, 3.9002819746344093, -1.7685035923653547]"
236,15,"[[470, 107], [554, 104], [556, 188], [474, 191]]","[1.7526685198794032, -177.41365340342915, 2.552745967393916, -1.4070434101592462]"
237,15,"[[464, 111], [549, 107], [551, 193], [468, 196]]","[1.720009031250198, -177.50328716431656, 4.17663648887059, -1.2793494119923547]"
238,15,"[[455, 125], [540, 121], [544, 207], [460, 213]]","[1.6929708548972326, -176.86608352055842, 4.696775026044379, -2.1126708753736887]"
239,15,"[[430, 145], [517, 140], [523, 227], [436, 234]]","[1.6610905999208945, -178.52538581172874, 2.053769258522427, -3.4830393322602626]"
240,15,"[[425, 156], [513, 149], [520, 239], [433, 246]]","[1.629587251247983, -176.10912219233742, 4.542583018020599, -3.557030852845274]"
241,15,"[[447, 156], [537, 151], [543, 241], [454, 247]]","[1.6099383783503474, -176.2850332542208, 0.986622018085983, -3.3244265496409655]"
242,15,"[[459, 147], [551, 142], [556, 234], [465, 240]]","[1.5671909380338862, -177.82884339529977, 2.207914292684912, -2.928745512777729]"
243,15,"[[465, 143], [558, 137], [563, 230], [471, 236]]","[1.5492790809493298, -179.09978392368913, 2.591969479917, -3.1338013244200806]"
244,15,"[[478, 137], [572, 130], [579, 226], [485, 233]]","[1.512559846991991, -176.7715409243583, 3.958811621011931, -3.3782382004919262]"
245,15,"[[486, 130], [582, 124], [588, 221], [493, 228]]","[1.4933581702393628, -176.21656701466307, 3.2930118677671265, -3.0769458440123665]"
246,15,"[[496, 129], [593, 123], [599, 222], [503, 229]]","[1.46808984434991, -174.79632669186321, 4.673953602947356, -2.682926425024226]"
247,15,"[[505, 139], [605, 133], [610, 232], [511, 239]]","[1.4308708925243439, 179.98103334058524, 2.4524531606267064, -3.1505295334791215]"
248,15,"[[515, 133], [616, 127], [621, 228], [521, 235]]","[1.4127712643791321, -178.41799417940817, 3.421054410133164, -2.8544514901771376]"
249,15,"[[517, 140], [620, 134], [624, 237], [522, 243]]","[1.3808483333495514, -179.67820684339563, 4.129827990117285, -2.403203677871458]"
250,15,"[[519, 144], [623, 137], [628, 242], [524, 249]]","[1.3520219529017696, -179.9984286490914, 5.3469120661703595, -2.659239201788954]"
251,15,"[[515, 148], [620, 142], [625, 247], [520, 254]]","[1.3439023689998706, 179.7959903726259, 3.66103816902464, -2.725292767330738]"
252,15,"[[501, 153], [608, 145], [614, 253], [508, 261]]","[1.3188643096891146, -178.74367738880466, 5.007949099885551, -3.1915900612137076]"
253,15,"[[492, 171], [600, 162], [608, 271], [500, 279]]","[1.303738842889504, -179.3666739913846, 3.1073173286043456, -3.9959835423083283]"
254,15,"[[500, 167], [610, 158], [618, 267], [510, 277]]","[1.2950493667537248, -178.06231075637598, 1.7652404357247031, -4.537362149393615]"
255,15,"[[499, 171], [609, 161], [617, 271], [508, 280]]","[1.2851927452635767, 179.95225938036543, 3.1710437479143687, -4.3849584947689495]"
256,15,"[[504, 164], [615, 156], [622, 267], [512, 275]]","[1.2764649627475568, -178.6818632932577, 2.5100265053039252, -3.655665229578062]"
257,15,"[[500, 166], [611, 157], [619, 268], [509, 278]]","[1.2713997943443296, -178.78270337224185, 3.183658600869572, -4.218448217021143]"
258,15,"[[497, 159], [608, 150], [616, 261], [506, 271]]","[1.2742423869383606, -178.7842571522235, 3.169894562753519, -4.202344866663865]"
259,15,"[[495, 159], [607, 149], [614, 261], [503, 270]]","[1.2620636037688835, 178.9065220122693, 4.27932156557794, -3.995175688732338]"
260,15,"[[496, 158], [608, 149], [615, 261], [505, 270]]","[1.269682187225115, -178.23651272498134, 3.614566063623495, -3.8263583274082458]"
261,15,"[[499, 160], [611, 151], [618, 264], [507, 271]]","[1.265464535778643, -178.6668888738803, 3.560777944558919, -3.4845858617700993]"
262,15,"[[501, 157], [614, 150], [620, 261], [508, 269]]","[1.2607984699700978, 178.6694375709783, 1.347446506283826, -3.512086748340361]"
263,15,"[[502, 151], [615, 144], [620, 257], [508, 263]]","[1.258303837113396, -179.89600573891002, 3.1397692985517587, -2.6989757618037427]"
264,15,"[[499, 144], [611, 137], [616, 251], [504, 257]]","[1.2564480026860285, -179.08815213365523, 5.191178537305021, -2.237063356507258]"
265,15,"[[494, 144], [607, 139], [611, 252], [499, 258]]","[1.2593453450382301, -178.7321947015449, 3.0981820647895932, -2.076805519372206]"
266,15,"[[490, 143], [602, 137], [607, 250], [496, 257]]","[1.2658202885261753, -177.71636618600672, 4.198669595143216, -2.354340745539264]"
267,15,"[[471, 139], [585, 134], [588, 247], [477, 253]]","[1.267493148030067, -178.16391255868282, 2.9487344070006523, -2.0082289878792765]"
268,15,"[[454, 146], [566, 140], [571, 255], [461, 261]]","[1.2655760379782568, -175.30847005532482, 6.092916744021589, -1.710268343934324]"
269,15,"[[445, 148], [559, 143], [563, 257], [451, 263]]","[1.2627232706289697, -177.94793984045313, 2.978364846517405, -2.073496359436694]"
270,15,"[[441, 149], [555, 144], [559, 257], [447, 263]]","[1.270036638702658, -178.88205380391685, 1.8736321710576753, -2.32415292209872]"
271,15,"[[431, 143], [545, 138], [549, 251], [437, 257]]","[1.2751426710357205, -179.00018710023963, 1.904639596033516, -2.3179922979137837]"
272,15,"[[395, 144], [509, 138], [514, 252], [402, 259]]","[1.2796590174194513, -178.66948286878238, 2.9740799322716964, -2.5986539811610996]"
273,15,"[[365, 147], [480, 140], [486, 254], [374, 262]]","[1.2911149655079088, -178.56013479463238, 2.165662223615732, -3.2784240394394346]"
274,15,"[[334, 152], [449, 145], [457, 259], [343, 268]]","[1.298124989359533, -179.12455338342835, 1.3802078820982737, -3.799738974779984]"
275,15,"[[314, 168], [429, 160], [437, 274], [324, 283]]","[1.3089195459467022, -179.01764273382844, 1.7106901000165537, -4.008371999807663]"
276,15,"[[294, 158], [408, 151], [417, 263], [304, 272]]","[1.343645497312061, -178.933450154868, 0.3826798967672912, -4.1700109936310845]"
277,15,"[[278, 142], [393, 136], [401, 251], [287, 258]]","[1.3352494405671718, -178.161231853462, 2.0658993720626575, -3.0733901352896833]"
278,15,"[[242, 119], [359, 113], [367, 228], [252, 236]]","[1.3597586718878187, -179.12842304441625, 1.732862367774599, -3.4902492502029303]"
279,15,"[[216, 133], [331, 127], [339, 242], [226, 250]]","[1.3778703749538137, -178.6708098881355, 3.6987194841773845, -3.114857819307644]"
280,15,"[[197, 138], [314, 130], [323, 245], [209, 253]]","[1.3969392822440179, -179.12220451938526, 2.233555331490074, -4.046214885415276]"
281,15,"[[154, 155], [271, 146], [283, 261], [168, 271]]","[1.4215943744504167, -178.9084012007596, 2.8547670646422723, -4.839973714923616]"
282,15,"[[138, 151], [257, 142], [269, 257], [153, 267]]","[1.4357835414549036, -179.07542634366354, 2.1333092884286433, -5.060945522375248]"
283,15,"[[122, 157], [241, 148], [253, 263], [136, 273]]","[1.4459892052166976, -179.69821191767593, 2.3818011692737184, -5.0897128232741045]"
284,15,"[[108, 167], [227, 159], [239, 274], [122, 284]]","[1.452811548255265, -179.26610552450774, 2.947614758227825, -4.7499036278837545]"
285,15,"[[100, 180], [219, 171], [231, 285], [114, 296]]","[1.4645588148724338, -179.97681302067957, 2.661311865597308, -5.311833256901237]"
286,15,"[[86, 181], [204, 171], [216, 285], [100, 294]]","[1.4981157639435672, -179.85247477064675, 2.9160030609332863, -5.171095281927628]"
287,15,"[[88, 170], [205, 163], [215, 277], [101, 284]]","[1.5020258052687916, -178.89399666711606, 3.9495777765865, -3.7236445388420374]"
287,17,"[[410, 386], [387, 382], [393, 376], [401, 375]]","[9.682478919706183, -119.20844345546283, 28.4533410032401, -172.47534652039303]"
288,15,"[[91, 171], [206, 166], [215, 278], [102, 284]]","[1.5220317736277043, -178.81895424950318, 3.8436927511629584, -3.033211124133198]"
289,15,"[[93, 169], [205, 164], [213, 277], [103, 282]]","[1.5174241148388348, -178.617149785209, 6.099101594555647, -2.332592372999701]"
290,15,"[[76, 176], [187, 169], [197, 282], [87, 288]]","[1.5374668422061555, -178.90741434399683, 6.564371211273186, -3.145244590294154]"
291,15,"[[51, 183], [164, 175], [175, 288], [63, 295]]","[1.5579641939555737, -179.41902987102824, 6.053876696886923, -3.871598455907293]"
292,15,"[[41, 183], [156, 176], [167, 288], [54, 295]]","[1.5767046408449212, -179.11008601088832, 5.049866695268828, -3.8422224455641256]"
293,15,"[[35, 187], [150, 180], [161, 292], [48, 300]]","[1.5743284361648027, -179.36606907501277, 5.511440087730414, -4.012689829838955]"
293,17,"[[597, 661], [609, 666], [610, 668], [598, 664]]","[11.628609164824782, 75.89990108421146, -2.291570349833022, 21.684814325414465]"
294,15,"[[29, 189], [144, 181], [156, 295], [43, 302]]","[1.567560178953297, -178.79317171593317, 6.238320940270179, -3.8986825872543553]"
295,15,"[[11, 192], [128, 184], [141, 296], [25, 305]]","[1.5963165616847717, -179.6769684768555, 4.857962073328532, -4.769959628059191]"
302,15,"[[14, 200], [131, 192], [142, 303], [29, 311]]","[1.6132444138058342, -179.25663252167368, 4.753026669888982, -4.461205054388889]"
303,15,"[[35, 192], [149, 185], [161, 295], [47, 303]]","[1.6000955616793735, -179.62446716840503, 4.399031226984014, -4.3058751717417]"
304,15,"[[52, 181], [164, 174], [177, 285], [66, 292]]","[1.5846978334909574, -178.03906975012475, 5.42722650036198, -3.801338644496049]"
305,15,"[[87, 172], [198, 163], [211, 273], [101, 282]]","[1.5585567529723752, -178.95753351665616, 4.589808051586932, -4.841863438118128]"
306,15,"[[102, 171], [214, 164], [226, 275], [116, 283]]","[1.5277891613881143, -177.83543732722597, 4.621246402077948, -3.902268266276355]"
307,15,"[[107, 181], [221, 175], [230, 286], [118, 293]]","[1.51332388320456, -179.1428635017593, 3.481962565652953, -3.5157132900772914]"
308,15,"[[106, 186], [221, 180], [230, 292], [117, 299]]","[1.4986404526096073, -179.0863014705749, 3.5058835716600294, -3.469384643991777]"
309,15,"[[106, 201], [222, 193], [234, 307], [119, 316]]","[1.465685744829319, -178.68859517730567, 3.7390687512662866, -4.370825454586114]"
310,15,"[[131, 216], [247, 209], [259, 322], [144, 331]]","[1.4455369126814885, -177.84953219184632, 2.5764448717722312, -4.173498078661911]"
311,15,"[[160, 222], [276, 214], [287, 326], [171, 335]]","[1.4312939623883778, -179.30446662283524, 0.5151901460177231, -4.633579961012554]"
312,15,"[[164, 222], [282, 212], [293, 326], [178, 336]]","[1.406805354082053, -178.82601948393602, 1.2455545567069324, -5.13127511580704]"
313,15,"[[182, 207], [300, 198], [311, 311], [195, 321]]","[1.4008747999684654, -179.14942804827223, -0.1623969172604669, -5.121292898988234]"
314,15,"[[211, 200], [327, 193], [337, 306], [222, 314]]","[1.3846094328376426, -178.29761684418926, 0.2995284091906544, -4.0428273893197115]"
315,15,"[[237, 193], [353, 185], [363, 299], [248, 307]]","[1.358820466601203, -178.46210812969272, 0.4139549568222796, -4.213561176773938]"
316,15,"[[278, 180], [393, 173], [402, 287], [287, 294]]","[1.3344872189990795, -178.7145884681965, 0.29528695948659506, -3.7062771566692034]"
317,15,"[[304, 172], [418, 167], [426, 280], [311, 287]]","[1.3222981936296756, -179.10412388286886, 0.20423727676416464, -3.1936304280001]"
318,15,"[[311, 168], [426, 162], [433, 279], [318, 283]]","[1.2986593228962529, -177.68644914516065, 2.2833481557460313, -2.277958565609991]"
319,15,"[[312, 168], [428, 161], [435, 278], [321, 284]]","[1.2922307004076203, -177.61961170370978, 2.715047218021217, -2.8213220470965528]"
320,15,"[[306, 182], [423, 176], [429, 292], [314, 298]]","[1.2936410443881423, -178.6664821944112, 1.2498054380746515, -2.8319229037534215]"
321,15,"[[300, 195], [418, 188], [426, 304], [310, 312]]","[1.288001723108815, -178.30554280711857, 0.3653844942360843, -3.6919829930505803]"
322,15,"[[300, 199], [418, 190], [428, 306], [312, 315]]","[1.2907268630887307, -177.89093157586112, -0.14746749936049858, -4.537538277157726]"
323,15,"[[316, 204], [434, 196], [443, 312], [327, 321]]","[1.2758547367355448, -178.06683342286107, 0.10321926589324583, -4.1859886484491495]"
324,15,"[[322, 207], [440, 200], [449, 315], [333, 324]]","[1.2793374483104956, -177.52305971597607, -1.0935007439603432, -4.111041165408243]"
325,15,"[[322, 207], [440, 200], [449, 315], [333, 324]]","[1.2793374483104956, -177.52305971597607, -1.0935007439603432, -4.111041165408243]"
326,15,"[[340, 203], [457, 197], [465, 314], [349, 319]]","[1.2674669970966153, -175.96201907261008, 0.5540674910058404, -2.7353388142379855]"
327,15,"[[356, 198], [473, 193], [480, 312], [364, 315]]","[1.2469054195080134, -174.6692501371056, 2.4956620910082674, -1.7013615814178082]"
328,15,"[[368, 194], [486, 188], [492, 304], [377, 311]]","[1.2543387098826055, -177.57119325711665, 0.25625708018435644, -3.073865662474183]"
329,15,"[[380, 184], [498, 179], [503, 295], [386, 301]]","[1.2444025999459922, 179.8889238130653, -0.2818046384105929, -2.730883030235933]"
330,15,"[[388, 191], [505, 186], [511, 304], [394, 308]]","[1.2360000112643483, -177.52989013462454, 1.3230955583529178, -2.111643963787115]"
331,15,"[[396, 198], [513, 195], [517, 312], [402, 316]]","[1.2360800524435744, -176.18167331905735, 1.8994895939983054, -1.4059337755200427]"
332,15,"[[400, 203], [517, 199], [521, 316], [406, 320]]","[1.2353610333874063, -176.99345844822923, 1.841147704976115, -1.666640994083557]"
333,15,"[[404, 203], [522, 199], [526, 316], [410, 321]]","[1.227097696505825, -177.87329948226972, 0.9518818869915266, -1.9831407986238645]"
334,15,"[[393, 207], [511, 201], [516, 316], [400, 323]]","[1.2418421404360371, 179.4215926405545, -0.9078385154467813, -3.211628566672401]"
335,15,"[[384, 205], [500, 199], [507, 315], [392, 323]]","[1.2408213156702605, -178.09161856336186, 2.0861002261174084, -3.1282557571869694]"
336,15,"[[399, 202], [515, 197], [522, 312], [408, 320]]","[1.2458841531423168, -176.11349284363044, 0.9731303097291256, -3.013842941609079]"
337,15,"[[416, 199], [531, 194], [538, 311], [424, 317]]","[1.2305944161794353, -174.9933627589515, 3.951169176233108, -2.1861446612405566]"
338,15,"[[446, 198], [562, 192], [569, 308], [455, 316]]","[1.225569433373335, -175.62534180672708, 2.0396599465332255, -3.083630302078932]"
339,15,"[[475, 198], [592, 192], [597, 308], [483, 315]]","[1.2190888334666234, -176.30203302748578, 1.480028671582569, -2.797362498804503]"
340,15,"[[513, 193], [629, 187], [635, 304], [520, 311]]","[1.2056654909291145, -176.26863380817994, 3.125263471182406, -2.69165686650578]"
341,15,"[[550, 189], [668, 184], [672, 301], [555, 307]]","[1.1904981389000686, -179.39886879265597, 2.0195752617023834, -2.25509784358924]"
342,15,"[[560, 191], [677, 191], [675, 309], [559, 310]]","[1.1871697302746222, -178.1977032936717, 6.104423138974616, 0.830274951381651]"
343,15,"[[554, 192], [671, 193], [668, 310], [552, 310]]","[1.1920797386340294, -179.40600177781457, 4.842961229536685, 1.1337054999169656]"
344,15,"[[544, 189], [661, 190], [659, 306], [544, 307]]","[1.205098371466068, -166.68782913276334, -9.020921582142055, -1.162584931381154]"
345,15,"[[541, 195], [656, 191], [658, 308], [544, 311]]","[1.2081297500034693, -177.33590612163212, 6.445304774660893, -0.7818535048236701]"
346,15,"[[551, 199], [665, 195], [668, 311], [554, 315]]","[1.212403847210306, -177.95512366671534, 5.837337818688861, -1.1754142064709812]"
347,15,"[[559, 202], [673, 199], [676, 314], [562, 318]]","[1.2182614941665912, -177.51466040932857, 2.4155611187446033, -1.3661959019175511]"
348,15,"[[569, 203], [682, 200], [685, 315], [572, 319]]","[1.2225180589047508, -176.3819091144322, 4.279212256025984, -1.1704501046887166]"
349,15,"[[574, 201], [687, 197], [690, 311], [578, 316]]","[1.2320510622632184, -175.97366305925837, 3.493024787452266, -1.6330614288865766]"
350,15,"[[575, 200], [688, 196], [690, 310], [579, 315]]","[1.2301432963126961, -167.78343998714982, -8.649423514443365, -3.430714509410735]"
351,15,"[[575, 195], [686, 193], [688, 307], [577, 311]]","[1.2299225341358202, -169.79129590780582, -12.032061751456153, -3.209915752219888]"
352,15,"[[584, 194], [696, 192], [697, 306], [586, 309]]","[1.235974425788552, -169.88633857643381, -8.092036524041502, -2.368281237659448]"
353,15,"[[580, 191], [691, 189], [693, 303], [582, 307]]","[1.2314274220928316, -169.72896209406912, -11.44834401748244, -3.1855879931569544]"
354,15,"[[575, 190], [686, 188], [687, 302], [576, 305]]","[1.2366986703993963, -176.51606679549408, 8.618822357806279, 0.06933264952171665]"
355,15,"[[532, 188], [644, 186], [645, 300], [533, 303]]","[1.2337624454611291, -178.31494592783866, 6.269389548603305, -0.23280796868049267]"
356,15,"[[482, 190], [595, 187], [597, 301], [485, 306]]","[1.235245526776987, -178.75128557302938, 5.134751175112839, -1.084560606348106]"
357,15,"[[470, 189], [583, 186], [586, 300], [473, 305]]","[1.237605290109907, -179.02892563612923, 3.874511317306384, -1.3387293869732027]"
358,15,"[[416, 188], [532, 187], [533, 303], [419, 306]]","[1.2357364896120346, -177.61152489184298, 2.88846840549843, -0.4274664008516263]"
359,15,"[[391, 166], [508, 166], [510, 282], [393, 284]]","[1.2483941630096878, -178.5844190648445, -0.20018866191484003, -0.5730327760392269]"
360,15,"[[373, 164], [493, 162], [495, 280], [377, 283]]","[1.2362542052222993, -178.97174873862437, 0.1278852634959422, -1.170057985689208]"
361,15,"[[351, 168], [470, 165], [475, 285], [356, 289]]","[1.2308904428148324, -177.59747012215698, 2.0031017891452825, -1.4299703367815952]"
362,15,"[[336, 183], [457, 179], [462, 297], [343, 303]]","[1.2437064556051127, -178.81504961101888, -0.7214342651402543, -2.5160083067262677]"
363,15,"[[330, 170], [450, 166], [456, 284], [337, 290]]","[1.2524853442732393, -178.4840404007817, -0.23470898429125145, -2.536372175721658]"
364,15,"[[317, 173], [438, 168], [444, 288], [325, 294]]","[1.2435525295157097, -177.93677864673322, 1.2298649666620602, -2.4754428458122675]"
365,15,"[[313, 168], [434, 164], [441, 285], [321, 291]]","[1.2364106950651026, -176.90288705540397, 1.72447550673417, -2.1859522257640873]"
366,15,"[[312, 171], [434, 166], [441, 287], [321, 294]]","[1.2335594827075742, -177.3615593067096, 1.3778536044130802, -2.6648435394297434]"
367,15,"[[315, 175], [439, 169], [447, 291], [324, 299]]","[1.215119829299206, -178.62923474000397, 0.002767041379212711, -3.361590160121336]"
368,15,"[[314, 187], [439, 181], [447, 304], [323, 312]]","[1.2025648822757604, -178.53899836485726, -0.01734940813985511, -3.31790799219699]"
369,15,"[[322, 186], [450, 180], [459, 306], [332, 315]]","[1.1670917331278863, -177.827705505695, -0.07460380669561717, -3.4612534256196934]"
370,15,"[[337, 185], [469, 179], [478, 308], [349, 317]]","[1.1353404332115231, -175.959160899799, -0.8369603336101425, -3.4268419698798103]"
371,15,"[[393, 182], [529, 175], [540, 311], [404, 320]]","[1.0592957825780547, -176.051920159001, -0.15737076045369736, -3.551089980323202]"
372,15,"[[406, 187], [545, 180], [553, 317], [416, 325]]","[1.0446646773334727, -177.37119208976256, -0.9784089376458777, -3.2517045885719944]"
373,15,"[[459, 153], [603, 146], [609, 290], [468, 297]]","[0.9949488470617432, -176.1747802903129, 2.0095001389337837, -2.373201591558794]"
374,15,"[[479, 152], [626, 144], [632, 293], [486, 300]]","[0.9573342974957557, -178.15323274077826, 4.248573758895991, -2.136467623720335]"
375,15,"[[477, 171], [627, 163], [632, 312], [484, 320]]","[0.9429301440073025, 179.79550726582582, 2.8541812373236417, -2.4652917850390437]"
376,15,"[[470, 180], [622, 172], [628, 323], [478, 331]]","[0.9317845841959963, -179.2638181875736, 1.8240562120506383, -2.646927353083821]"
377,15,"[[470, 183], [623, 174], [630, 326], [480, 334]]","[0.9298988284978481, -177.3736172261787, 1.5276254117040258, -2.9098979410356955]"
378,15,"[[482, 182], [637, 173], [644, 326], [492, 335]]","[0.9173608903522293, -178.08980217011765, 0.8616345108401973, -3.0959074020036788]"
379,15,"[[485, 179], [640, 170], [647, 323], [494, 332]]","[0.9138674137908724, -179.92535806020564, 1.1881148869967972, -3.0727611693624874]"
380,15,"[[494, 169], [650, 161], [656, 317], [502, 325]]","[0.9033992628480063, -178.11963709818457, 2.6608461882559666, -2.421602942894241]"
381,15,"[[494, 168], [652, 160], [657, 315], [502, 323]]","[0.9010112339204034, 179.92099930772116, 1.499028447356741, -2.543615211932573]"
382,15,"[[496, 163], [655, 155], [659, 312], [503, 320]]","[0.8917739727945805, 179.9757113453745, 3.0003409063111133, -2.2002094526582283]"
383,15,"[[495, 160], [654, 152], [660, 310], [504, 319]]","[0.8919307260693264, -177.25989547997455, 1.7656870999091645, -2.596016925769655]"
384,15,"[[494, 156], [655, 148], [659, 306], [503, 314]]","[0.8913602930068178, -177.532138452899, 1.8053231034942772, -2.323912748643662]"
385,15,"[[494, 156], [654, 147], [659, 307], [502, 315]]","[0.8840064947437835, -178.4224798187675, 3.9900803207906463, -2.22167989504155]"
386,15,"[[492, 154], [651, 146], [657, 306], [500, 314]]","[0.8862481081604366, -177.42463454938718, 3.375009991819241, -2.211289713353435]"
387,15,"[[494, 150], [654, 142], [659, 302], [501, 309]]","[0.8840370523748003, -178.94734796908114, 3.320100097638338, -2.0421080476815243]"
388,15,"[[487, 143], [647, 136], [650, 297], [493, 303]]","[0.884687057097017, -177.87189090785213, 4.627075293486084, -1.336931454057656]"
389,15,"[[471, 132], [631, 125], [634, 284], [477, 290]]","[0.894353093192111, -179.55242603355003, 3.2283288475782297, -1.6039837865424416]"
390,15,"[[467, 126], [627, 120], [630, 278], [475, 285]]","[0.9041853914822285, -176.96745788328613, 2.0031982223439897, -1.7224763564907022]"
391,15,"[[458, 137], [612, 130], [617, 285], [465, 292]]","[0.9236921707690198, -177.9838410622455, 3.4613270831736638, -1.8583487843054896]"
392,15,"[[454, 141], [608, 134], [612, 287], [462, 295]]","[0.931949818708152, -177.90541024691723, 2.91774088322601, -2.030425165162846]"
393,15,"[[442, 162], [589, 153], [597, 302], [452, 312]]","[0.9593212910185634, -177.12949788309288, 4.303637286410116, -2.853451064327481]"
394,15,"[[439, 172], [581, 163], [588, 303], [449, 313]]","[1.0113764472797508, -179.18592524762298, 1.330401868552578, -3.470524685304405]"
395,15,"[[439, 166], [578, 158], [584, 295], [449, 305]]","[1.036401869939582, -178.04262664815647, 1.7837867100008673, -3.17763705375188]"
396,15,"[[435, 159], [570, 151], [577, 283], [445, 292]]","[1.0771806255569105, -179.10661563439092, -0.2897016404524129, -3.6119219633730966]"
397,15,"[[432, 143], [561, 136], [567, 264], [441, 272]]","[1.1256920944195372, -177.6129774262931, 1.7312097305805765, -2.9072380754255285]"
398,15,"[[432, 142], [559, 134], [565, 260], [441, 268]]","[1.1442156814129607, -178.5734588683257, 2.105844876127571, -3.1295000977769907]"
399,15,"[[433, 146], [555, 138], [561, 260], [442, 268]]","[1.1853945132521022, -177.78358484809732, 3.1500893344469274, -3.0354682129847035]"
400,15,"[[427, 148], [547, 139], [554, 259], [437, 268]]","[1.2061057190698703, -177.88527636527243, 3.172537993460869, -3.5740597103470986]"
401,15,"[[413, 161], [528, 152], [535, 267], [422, 276]]","[1.2550564375569635, -179.38596922618808, 3.1078899408135587, -3.826630573797635]"
402,15,"[[411, 164], [521, 157], [528, 267], [419, 275]]","[1.3130077869782935, -178.5551046269386, 2.082606350306873, -3.493008476070749]"
403,15,"[[411, 165], [519, 158], [525, 265], [419, 272]]","[1.3524458555987042, -178.97508185805285, 1.2012844615218616, -3.489692327158042]"
404,15,"[[418, 170], [523, 165], [528, 269], [425, 275]]","[1.3884152718289655, -177.72734583988293, 0.9541458312448009, -2.7923843321606183]"
405,15,"[[428, 176], [529, 171], [535, 273], [435, 279]]","[1.4176398366752316, -176.02835224186688, 2.878134454969955, -2.587865210903946]"
406,15,"[[443, 193], [542, 188], [547, 287], [449, 293]]","[1.4415043801338077, -178.1430223469556, 2.213816395765855, -2.773951270631073]"
407,15,"[[463, 204], [560, 198], [567, 295], [470, 302]]","[1.4601332155862707, -178.10255569829246, 0.712218611953884, -3.748044251540861]"
408,15,"[[450, 215], [545, 210], [549, 304], [455, 309]]","[1.5067952272818181, 179.49410262576376, 0.752797401468871, -2.8798009142582526]"
409,15,"[[443, 199], [536, 196], [539, 288], [447, 291]]","[1.5552391238825964, -178.70999521939692, -0.4231227004001211, -1.9297317587013922]"
410,15,"[[444, 192], [535, 189], [538, 282], [447, 284]]","[1.5564275410746489, -177.13833771976985, 3.7051930842205194, -1.015078876128669]"
411,15,"[[474, 196], [562, 193], [563, 284], [475, 285]]","[1.5805215596546367, -178.90477522267315, 6.628630399343032, -0.25556292892614046]"
412,15,"[[485, 199], [573, 198], [575, 286], [488, 286]]","[1.6322518040975738, -172.98689677651274, -0.6994033729696325, -0.5641667005556664]"
413,15,"[[490, 226], [576, 227], [574, 313], [489, 311]]","[1.6482597025312424, -178.66064265299218, 1.811650905619106, 1.237251338326095]"
414,15,"[[489, 226], [574, 228], [571, 313], [487, 311]]","[1.6591586808054535, -179.24012375654502, 2.8941696435896973, 1.7726191483427327]"
415,15,"[[487, 194], [571, 195], [569, 280], [485, 279]]","[1.6686303726043863, -179.7891668220324, 4.457530258957267, 1.411456927100847]"
416,15,"[[467, 178], [552, 176], [552, 260], [469, 262]]","[1.696275560373951, 179.74627763218547, 2.6362628333485087, -0.791128609144298]"
