Frame ID,QR ID,QR 2D,QR 3D
32,1,"[[569, 246], [634, 244], [637, 307], [575, 309]]","[2.1719338860190476, -160.7360493782754, 5.829593120811284, -1.1708014434692817]"
33,1,"[[602, 232], [666, 228], [671, 291], [606, 295]]","[2.157843275179803, 173.36805473784764, -1.0437105249724734, -3.8118955090375044]"
34,1,"[[645, 240], [709, 236], [714, 300], [649, 303]]","[2.150903642100371, 174.05652827635166, -0.7011157248018391, -3.398120329273071]"
35,1,"[[681, 256], [745, 251], [751, 317], [686, 319]]","[2.126363888638566, -164.41553608245715, 18.0112627462622, -1.498596375063663]"
36,1,"[[680, 289], [743, 286], [750, 349], [685, 352]]","[2.13172828509591, 168.13772821747858, -5.120121741011434, -3.016346920929077]"
37,1,"[[708, 320], [771, 315], [780, 376], [714, 382]]","[2.1474687393971266, 162.4935803917315, 1.2520500929346756, -4.826682705629892]"
38,1,"[[706, 310], [769, 304], [776, 366], [712, 371]]","[2.192647855149466, 167.53482539746312, 3.770570863340759, -4.979495139672241]"
41,1,"[[684, 292], [744, 288], [751, 349], [690, 353]]","[2.235811591664176, 172.23842615452148, -7.0292822759512985, -4.191998982929362]"
42,1,"[[676, 305], [735, 300], [741, 359], [682, 363]]","[2.326461252373335, -168.28337487975782, 14.132018497896956, -3.9992425959405784]"
43,1,"[[658, 320], [716, 316], [721, 373], [664, 377]]","[2.381517265028651, -168.50367056182878, 11.635919321770398, -3.8875249384153405]"
44,1,"[[642, 323], [699, 320], [703, 376], [646, 379]]","[2.4184877569039434, 169.65152833501517, -2.3963060490860078, -3.1063824270915346]"
45,1,"[[622, 326], [677, 326], [680, 380], [624, 381]]","[2.464217062801456, 166.68433596672457, -7.903731683090488, -0.5752800769115914]"
47,1,"[[576, 276], [628, 276], [629, 325], [575, 328]]","[2.615317576502575, 165.62737302915295, 1.9530438950533888, -1.3760257499183282]"
48,1,"[[532, 262], [584, 260], [588, 310], [535, 312]]","[2.6802056535310403, 168.70480343557145, -9.307003565488118, -3.238992120780801]"
49,1,"[[508, 262], [559, 261], [561, 311], [510, 314]]","[2.7528107668184587, -168.8269953549251, -17.805847622638737, -4.183981652577168]"
56,1,"[[147, 245], [198, 244], [196, 289], [143, 289]]","[3.5864471002556852, 168.9783916662082, -5.422795790033947, -1.8981097407729068]"
62,17,"[[880, 316], [830, 301], [881, 296], [886, 308]]","[3.7806771993981214, 105.85416048920793, 26.42350552714751, -159.66310341171757]"
65,1,"[[381, 269], [418, 274], [413, 310], [376, 304]]","[4.086058013210343, -179.13763328717437, -6.644000721769267, 8.178753007213347]"
103,1,"[[343, 158], [389, 161], [382, 206], [336, 200]]","[3.311042780655436, 171.62080214230332, 1.2676730783494023, 5.634104075568342]"
121,1,"[[240, 297], [293, 294], [292, 351], [237, 355]]","[2.6790915461789715, 172.3963377902816, 9.23703508757941, -3.088244114126412]"
122,1,"[[114, 295], [173, 296], [171, 353], [109, 353]]","[2.927230075650285, 175.5852222573501, 2.0399835008651217, 0.35457679914441514]"
123,1,"[[101, 297], [162, 296], [161, 353], [96, 353]]","[2.9886604719746694, 173.89327659255798, -1.8573412855766496, -0.8968729291782648]"
124,1,"[[424, 224], [479, 234], [466, 291], [412, 277]]","[2.5544261832049684, -179.98219212692172, 4.101232133231162, 12.779181387738562]"
125,1,"[[591, 182], [647, 192], [632, 250], [575, 239]]","[2.3173110139668855, 175.0049128056694, 15.35443371488762, 13.392162874386822]"
127,1,"[[597, 153], [657, 158], [646, 217], [588, 211]]","[2.3208371639199266, 174.67795922482097, 12.56123129655805, 8.273977166144645]"
128,1,"[[560, 156], [619, 158], [611, 219], [553, 216]]","[2.296129295546577, 176.8901689483087, 15.139060696068064, 6.002542861799866]"
129,1,"[[536, 159], [599, 159], [591, 220], [531, 219]]","[2.227838904845712, -142.8242544192707, -22.755654509051027, -5.270660490537559]"
131,1,"[[182, 253], [249, 244], [255, 306], [192, 317]]","[2.510648217557095, -143.80746316801518, -55.73579805039965, -26.61181239913293]"
132,1,"[[180, 332], [246, 330], [248, 396], [180, 399]]","[2.423944309345742, 177.98569600361003, 2.9178630846644333, -2.1328660707870966]"
133,1,"[[196, 374], [265, 376], [264, 442], [191, 439]]","[2.4366390933213453, -179.59766028916462, -4.917854967192576, 2.629630067757891]"
134,1,"[[210, 489], [278, 492], [271, 561], [196, 554]]","[2.4481621179706923, 175.3661545009504, -5.0895748397984955, 6.118478431180671]"
135,1,"[[184, 568], [253, 576], [240, 646], [166, 640]]","[2.477364872938386, 174.10957685894792, -0.6612535584567187, 7.572947427516781]"
137,1,"[[174, 203], [245, 203], [244, 270], [174, 267]]","[2.4856843475909596, 178.82800290789027, -2.3296312671635224, 0.3262077951984291]"
158,1,"[[340, 427], [397, 432], [390, 483], [337, 479]]","[2.8359912076531293, -174.3495373540929, -8.381982151132707, 6.38264597262954]"
169,37,"[[232, 177], [229, 173], [239, 156], [240, 174]]","[10.358380189739478, 155.52457912070116, -26.87763638147649, -113.88702792565564]"
189,1,"[[385, 68], [419, 75], [413, 111], [378, 104]]","[4.3093700466913125, -176.14923847572388, 4.5138384677784265, 12.442280317105492]"
190,1,"[[212, 152], [247, 157], [243, 191], [207, 189]]","[4.54239495023077, -140.34803718722006, -61.9652909715381, -17.72419860578578]"
193,1,"[[3, 209], [45, 213], [47, 251], [6, 251]]","[4.728423700197162, -121.38905854216374, -79.43961103294298, -52.46833713036252]"
194,1,"[[17, 230], [58, 229], [59, 266], [19, 267]]","[4.963896380711191, 178.24672372306367, 3.2409814861470947, -2.3446602410028583]"
200,1,"[[26, 78], [71, 78], [75, 125], [28, 127]]","[4.008309338249227, 179.17466856363345, 9.943333230743278, -0.8256802066312786]"
201,1,"[[47, 172], [91, 176], [89, 221], [47, 220]]","[3.9423723750709687, -102.68171441133231, -78.16364764392152, -65.31448560436145]"
206,1,"[[35, 653], [81, 648], [82, 696], [32, 699]]","[4.223923660307603, 179.58742487497395, 5.900915126432239, -3.2479470841963964]"
208,1,"[[72, 455], [115, 455], [115, 499], [66, 497]]","[4.138978575003146, 179.31557355012737, 2.095390872765017, 2.1076482134545644]"
208,17,"[[536, 75], [536, 92], [532, 95], [532, 80]]","[9.562517736911033, -113.00135092578525, -5.04702391628971, 91.01408178133896]"
209,1,"[[123, 379], [165, 383], [166, 423], [120, 423]]","[4.006301971825122, 156.78938457447364, -68.40803716334783, 17.07395362147999]"
210,1,"[[191, 299], [234, 300], [235, 343], [191, 343]]","[3.7186386312470687, -178.07168775545378, 3.4634945010317164, 0.7224984824091398]"
211,1,"[[250, 242], [294, 241], [296, 285], [253, 286]]","[3.5805064878521864, -176.46380561078115, 3.129508518069232, -1.070657373209623]"
212,1,"[[212, 144], [255, 147], [255, 193], [208, 191]]","[3.540879734346053, -179.31797386797675, 5.950282983343935, 3.7540694247210933]"
213,1,"[[191, 52], [241, 57], [241, 107], [191, 103]]","[3.5035624558724594, -175.7462627873907, 2.4306679605173627, 4.3957787487611375]"
214,1,"[[179, 12], [231, 14], [231, 68], [180, 63]]","[3.447739129631498, -177.71626731400565, 4.196737659638236, 3.3536364456664205]"
222,1,"[[224, 650], [287, 649], [284, 705], [226, 707]]","[2.947261161373994, -175.04883675345286, -1.030143144832069, 1.028318455779905]"
223,1,"[[256, 637], [311, 634], [311, 689], [254, 694]]","[3.0916896519079176, 131.800090074905, -44.69369898137373, 20.021154687104108]"
224,1,"[[237, 620], [294, 616], [295, 675], [237, 681]]","[2.895068205704118, 174.92031984605978, 3.600583827945824, -4.885939342022426]"
228,1,"[[213, 362], [271, 360], [273, 415], [216, 417]]","[2.873698294313221, -178.2263462117342, -1.3628478602325012, -1.8149211242159302]"
229,1,"[[213, 331], [272, 327], [274, 383], [217, 385]]","[2.8681430219332635, -179.6115205272078, -2.252942577864178, -2.98248122676225]"
230,1,"[[229, 269], [287, 266], [292, 319], [235, 324]]","[2.910517082422276, -163.48181694458202, -47.80655469999484, -12.29443096928311]"
231,1,"[[274, 253], [331, 250], [336, 304], [280, 308]]","[2.8253798257896734, -176.24322138211758, -3.393178016296963, -4.154115139136084]"
232,1,"[[314, 206], [371, 201], [378, 256], [322, 261]]","[2.7698599313142354, -175.23075100718523, -3.9309467715431814, -6.086105964698018]"
233,1,"[[280, 167], [339, 160], [346, 214], [288, 222]]","[2.7565261790063618, 175.3596838212651, -4.229181880438214, -8.969238103309182]"
234,1,"[[306, 121], [364, 115], [372, 175], [317, 182]]","[2.6401442184298944, -142.56442447860923, -42.251115001596766, -25.084298189817442]"
235,1,"[[350, 123], [408, 116], [416, 175], [359, 182]]","[2.6136886999006723, -175.87989384731506, 2.766963269904255, -6.372180969649378]"
236,1,"[[400, 93], [456, 84], [465, 143], [410, 151]]","[2.6356214091969443, -174.09869830166355, 5.681797354122885, -6.935742085043266]"
237,1,"[[428, 126], [483, 118], [492, 175], [438, 183]]","[2.647595473365442, -172.10675698134165, 4.574894541592353, -7.072471476680115]"
238,1,"[[523, 216], [576, 211], [583, 267], [528, 271]]","[2.5604735311197646, -170.9079602547963, 7.065241810974026, -3.8275329750494396]"
245,1,"[[648, 402], [695, 400], [695, 447], [649, 446]]","[2.9849762306390715, -171.7748654536895, 4.230449845385253, -0.6855937154281546]"
246,1,"[[636, 368], [682, 369], [680, 415], [635, 412]]","[3.0292079071861977, -172.1386991745097, 6.813103317890962, 2.433782281653696]"
247,1,"[[605, 374], [648, 379], [647, 419], [601, 418]]","[3.103089443915344, 156.88842584815717, -3.651791495356967, 4.265772039296432]"
250,1,"[[441, 268], [482, 274], [479, 311], [439, 308]]","[3.6194698153727654, 171.3440077204923, -22.210507230754864, 4.867989626248855]"
251,1,"[[432, 264], [471, 269], [467, 307], [428, 303]]","[3.7233808359736256, -173.85346989757366, -27.55503488424847, 4.507506062935835]"
253,1,"[[407, 297], [447, 301], [442, 339], [404, 336]]","[3.7300713181753498, -172.85389581398562, -32.14595240979935, 3.943991471804278]"
265,1,"[[465, 176], [510, 185], [502, 228], [458, 221]]","[3.2378606635241622, -159.60668054257573, -25.334332464035125, 5.388562057471]"
266,1,"[[459, 181], [504, 188], [498, 233], [453, 228]]","[3.1349015831505036, -160.95714475473324, -31.176370889135594, 1.4120122386530758]"
267,1,"[[458, 179], [503, 186], [497, 232], [451, 227]]","[3.0636223233641, -159.88195605901169, -33.45708865514492, 0.7245382038520441]"
268,1,"[[418, 191], [467, 199], [461, 246], [412, 240]]","[3.0267235313088148, -163.29810684702852, -28.480362244683935, 3.4110828809421916]"
270,1,"[[384, 144], [440, 147], [437, 202], [381, 198]]","[2.717828711959015, 178.71463586798552, -1.871123689718274, 2.95325960900063]"
271,1,"[[380, 155], [440, 157], [436, 217], [377, 213]]","[2.5033258764739745, 178.90196065005838, 1.6719811645585672, 3.127288026938901]"
272,1,"[[373, 139], [438, 142], [436, 207], [370, 203]]","[2.32139310741966, -179.730231189265, -1.096403256172063, 2.5534022043012072]"
273,1,"[[378, 146], [448, 152], [444, 223], [372, 218]]","[2.087832005290443, -178.85372783770504, 1.5040080815462278, 4.582397422088246]"
274,1,"[[364, 176], [447, 182], [440, 264], [356, 258]]","[1.777893674184438, 176.73227945577352, 0.6133304017001936, 4.137227835762367]"
275,1,"[[347, 182], [443, 191], [435, 285], [340, 276]]","[1.5767268340849832, -178.30598744258066, -1.5900430510953032, 5.1401138822638055]"
276,1,"[[350, 177], [451, 186], [444, 287], [344, 279]]","[1.4662589923987719, -176.41353151814707, 1.4169078146709548, 5.018124278613159]"
277,1,"[[360, 193], [473, 200], [466, 317], [353, 309]]","[1.2599246206371668, -177.7939924792195, 5.136398578484838, 4.3852878877263946]"
278,1,"[[336, 224], [468, 230], [460, 359], [328, 352]]","[1.1306611807688836, 177.35270459610325, -1.6178047038900258, 2.7165094244206447]"
279,1,"[[313, 212], [471, 222], [463, 377], [304, 369]]","[0.9427107620243806, 179.8376021538829, -1.480950446441854, 3.107592568472786]"
280,1,"[[284, 226], [467, 236], [456, 417], [269, 407]]","[0.8132590738589056, 176.8372498701631, -0.877508065676212, 3.014412723353147]"
281,1,"[[245, 226], [447, 239], [435, 435], [231, 431]]","[0.7507520048166311, 177.4300173968829, -0.9504597970440082, 2.5260663291334047]"
282,1,"[[219, 218], [434, 232], [426, 444], [204, 435]]","[0.7079105751275386, 178.90804663336257, -0.8022927949284311, 2.8042727931992495]"
283,1,"[[199, 208], [440, 224], [431, 460], [184, 451]]","[0.6373596984974068, 179.41098650956692, -0.7689730727416518, 2.770556760602794]"
284,1,"[[216, 194], [477, 212], [464, 467], [198, 455]]","[0.582820569475405, 179.02423009811088, -1.2323725928718987, 3.1464920067423217]"
285,1,"[[221, 182], [475, 201], [463, 449], [203, 436]]","[0.5987865466024616, 179.1315516149304, -1.6660779700310144, 3.2988484939922413]"
286,1,"[[256, 180], [486, 200], [471, 427], [240, 411]]","[0.6503484426588326, -179.01048227283297, -0.054638349838924016, 4.360486233898845]"
287,1,"[[288, 230], [488, 245], [473, 440], [272, 426]]","[0.7498021295925172, 179.11252538090284, -2.0171437584669434, 4.182020289925408]"
288,1,"[[355, 249], [511, 260], [507, 421], [345, 411]]","[0.8954809738130073, -178.18455163031035, 2.7471650022411493, 3.4554858494400107]"
289,1,"[[384, 251], [535, 262], [522, 412], [374, 399]]","[0.955836431470059, -177.98865728711942, 1.1371252129134133, 4.7916922086416]"
291,1,"[[408, 234], [535, 247], [524, 369], [396, 360]]","[1.1435801574518805, 177.09896601706288, -6.665133960712646, 4.736296672182236]"
292,1,"[[414, 232], [525, 240], [516, 349], [404, 339]]","[1.3037466004448426, 175.74160698339955, -2.9562502465918317, 4.290921563238917]"
293,1,"[[414, 238], [516, 245], [509, 347], [404, 339]]","[1.3938248793933898, 175.66218452794283, -1.2586282292474653, 3.9183736617633507]"
294,1,"[[428, 223], [527, 231], [519, 333], [420, 319]]","[1.4343855026074832, -173.80966346967773, 2.5645021816974323, 6.470358068025682]"
295,1,"[[451, 242], [543, 248], [535, 341], [443, 333]]","[1.5290956387023948, 178.4206855351004, 2.7949885799397003, 4.56648534766464]"
297,1,"[[489, 301], [572, 308], [563, 389], [482, 382]]","[1.7193953017039838, 179.33654902925684, -1.6205499656711626, 5.209828417765809]"
298,1,"[[487, 303], [564, 307], [560, 383], [483, 379]]","[1.841193418838172, 179.64769466287768, -3.0450362319273303, 2.951486399574265]"
300,1,"[[500, 263], [569, 268], [562, 335], [492, 330]]","[2.0145397690778526, 168.73169094121806, 1.4803008580418522, 4.250808622089687]"
302,1,"[[481, 266], [543, 268], [539, 328], [475, 328]]","[2.212989822681321, 167.03267896082508, 3.8261150955989676, 1.285905011803253]"
303,1,"[[488, 256], [548, 259], [544, 319], [484, 314]]","[2.368357331924359, 177.74505266577256, -0.9387984737990962, 3.624918754253227]"
308,1,"[[499, 260], [547, 263], [545, 306], [496, 306]]","[3.1334747583399793, -166.41576251559619, -14.005883210580073, 1.2797300947700148]"
309,1,"[[517, 264], [563, 266], [560, 310], [514, 309]]","[3.048209458733627, -158.94561282096737, -17.954614634382253, 0.11160459639553272]"
310,1,"[[523, 264], [569, 265], [567, 308], [522, 307]]","[3.109839635800794, -155.9639825830819, -11.803231524284708, 0.08686054370276765]"
311,1,"[[524, 242], [567, 242], [566, 284], [522, 284]]","[3.2230264035523435, 170.08820138828267, 2.500257037433621, 0.2906573440278882]"
312,1,"[[526, 223], [567, 227], [566, 269], [523, 271]]","[3.134334831668944, -164.24798878552673, -30.43500512146448, -3.6823169233346995]"
314,1,"[[493, 224], [534, 222], [534, 262], [495, 263]]","[3.554458357493283, -156.6443277828511, -18.66724239406454, -5.418252463981875]"
