Frame ID,QR ID,QR 2D,QR 3D
38,15,"[[481, 68], [572, 74], [565, 166], [476, 161]]","[1.6157737583985303, -176.25047966433303, 4.173395038555037, 4.759130377744308]"
39,15,"[[474, 69], [564, 75], [558, 167], [468, 161]]","[1.6219041620237162, -177.02676696275694, 3.3354790431485677, 4.679949596405873]"
40,15,"[[467, 70], [558, 75], [553, 167], [463, 163]]","[1.6179016956482033, -176.85264027070687, 3.098187217916518, 3.708349377202063]"
41,15,"[[467, 72], [558, 77], [552, 169], [463, 165]]","[1.6175496278464074, -176.51902728481755, 4.249773625187147, 4.131045408607065]"
42,15,"[[465, 74], [555, 79], [550, 171], [460, 167]]","[1.6150173604378697, -177.06506339732312, 4.25278234089615, 4.05452096665994]"
43,15,"[[461, 75], [552, 80], [546, 172], [457, 168]]","[1.616913026484531, -176.62220635612712, 4.290162437856112, 4.1283070342912405]"
44,15,"[[451, 76], [542, 81], [536, 173], [447, 169]]","[1.6190326306107388, -176.82151442172753, 4.317412289069294, 4.122512713167104]"
45,15,"[[446, 80], [537, 84], [533, 176], [443, 173]]","[1.6184412456949797, -177.12166726667493, 3.260196183037952, 3.0947080260042323]"
46,15,"[[444, 81], [535, 85], [531, 177], [441, 173]]","[1.6260042699747925, -177.1604164458145, 2.4358951279351735, 3.1058036224242036]"
47,15,"[[443, 80], [534, 84], [530, 176], [440, 172]]","[1.6270413023300943, -177.18623011031065, 2.438521342471348, 3.106485291287446]"
48,15,"[[444, 79], [535, 83], [532, 174], [441, 171]]","[1.6268630901172956, -178.65716736688185, 1.12707202288237, 2.3776264860897625]"
49,15,"[[446, 76], [536, 80], [533, 172], [442, 168]]","[1.627000881991471, -177.71869120095542, 2.3878582109684094, 3.028806728848731]"
50,15,"[[446, 76], [537, 80], [533, 172], [443, 168]]","[1.6286761520564015, -177.19140508412966, 2.405885015078286, 3.101380066917118]"
51,15,"[[446, 73], [537, 78], [533, 170], [443, 167]]","[1.623368529130622, -176.05274581699118, 2.925286542655177, 3.34402245531535]"
52,15,"[[445, 76], [536, 81], [532, 172], [442, 169]]","[1.6308707895162773, -177.16340945887112, 1.862014987490857, 3.0080962947360756]"
53,15,"[[442, 75], [533, 79], [530, 171], [439, 168]]","[1.6221757084283874, -177.51994872947938, 2.152094231054894, 2.6947073559843417]"
54,15,"[[439, 73], [531, 77], [527, 169], [437, 167]]","[1.618823253132502, -177.04769781315508, 2.999298102170298, 2.7620572778348587]"
55,15,"[[437, 72], [529, 76], [526, 168], [435, 165]]","[1.6262858000417892, -177.43073724274225, 1.0832951918473794, 2.360909110105405]"
56,15,"[[436, 69], [529, 74], [525, 165], [434, 162]]","[1.628269120475168, -178.42726249650852, -0.10265830554942316, 2.3435806921862925]"
57,15,"[[439, 66], [530, 71], [527, 163], [435, 160]]","[1.619882182143308, -177.88571299703003, 1.9054536462486311, 2.9190148698861886]"
58,15,"[[437, 64], [529, 68], [526, 161], [435, 159]]","[1.615816233487803, -176.37601781968473, 2.9259808506945655, 2.693571501064479]"
59,15,"[[433, 63], [526, 67], [524, 159], [432, 158]]","[1.6179889766336204, -177.61086386942517, 0.6182809812484431, 1.6247984978504104]"
60,15,"[[435, 64], [528, 68], [526, 160], [433, 159]]","[1.6060688447163587, -178.87971362478007, 0.7756056505255916, 1.6481057813652884]"
61,15,"[[433, 64], [526, 67], [524, 162], [432, 160]]","[1.5982991380948197, -175.4450680670673, 3.192108220969804, 2.404134769930151]"
62,15,"[[430, 66], [526, 69], [524, 164], [429, 162]]","[1.5700763227597252, -178.83651899796305, 0.27239956840676693, 1.3825500781091142]"
63,15,"[[427, 72], [522, 75], [520, 172], [425, 170]]","[1.5517961793733686, -176.81937837769476, 3.2203316670699595, 2.3234385382038525]"
64,15,"[[416, 78], [514, 79], [513, 177], [417, 177]]","[1.5303733162281128, -177.47543263417626, 2.2656165600663263, 0.8637566939229151]"
65,15,"[[429, 82], [528, 81], [531, 181], [432, 182]]","[1.5027251421974097, -176.86765951698644, 0.2698701193906064, -0.7662693544300132]"
66,15,"[[453, 82], [556, 81], [558, 184], [456, 187]]","[1.4316433403905104, -177.27830085163043, 1.5981108594673294, -0.7148132875272286]"
67,15,"[[464, 84], [569, 85], [568, 190], [464, 190]]","[1.3982781420652435, -178.16792507247158, 1.9840737999709182, 0.7655386255512959]"
68,15,"[[472, 87], [578, 87], [577, 194], [471, 195]]","[1.3625721772655872, -179.13616888072866, 4.062858640289986, 0.8453690320910622]"
69,15,"[[467, 94], [576, 94], [574, 205], [467, 204]]","[1.3336758845417067, -176.67168348710857, 4.52260638095602, 1.4542751436240182]"
70,15,"[[465, 99], [576, 100], [574, 210], [465, 210]]","[1.3197301449206833, -178.76352516216275, 2.0602695244561504, 0.8054951124412849]"
71,15,"[[463, 101], [575, 102], [574, 214], [462, 214]]","[1.2933944044441905, -179.41780015768822, 2.0487817107837745, 0.7257916889803007]"
72,15,"[[463, 102], [578, 103], [577, 217], [463, 217]]","[1.269348608665776, -179.2164418409845, 1.0587605436718412, 0.46797142600269676]"
73,15,"[[456, 99], [574, 99], [573, 217], [456, 217]]","[1.2340961153325258, -179.1692456002035, 2.3156495391726377, 0.531316134399336]"
74,15,"[[456, 102], [574, 101], [575, 219], [457, 221]]","[1.2273561206786123, -179.48252593685098, 2.0033981640487317, -0.27718055367126815]"
75,15,"[[454, 100], [575, 101], [575, 222], [454, 221]]","[1.204667121691971, -178.84139647110297, 0.35750410396062193, 0.38963784644612975]"
76,15,"[[459, 96], [582, 98], [581, 221], [458, 220]]","[1.1813346898531791, -178.6964095967191, 0.9191745486245713, 0.8273256972312534]"
77,15,"[[467, 102], [593, 105], [591, 229], [466, 228]]","[1.1574347717398878, -179.32121045634017, -0.25439710328980697, 0.8186392101481504]"
78,15,"[[478, 102], [604, 104], [602, 231], [476, 230]]","[1.138562220043557, -178.30503596051003, 2.636272675220805, 1.2973355446131605]"
79,15,"[[486, 92], [615, 94], [613, 223], [484, 222]]","[1.1172169777670211, -179.2689438318136, 1.8928576634854934, 1.0961975253731322]"
80,15,"[[491, 81], [623, 83], [620, 215], [490, 213]]","[1.1044900855379947, -177.70692710366515, 2.00643955253929, 1.3405321873856877]"
81,15,"[[500, 74], [633, 77], [628, 210], [496, 206]]","[1.0907823599952582, -179.6858034591364, 2.7955048380778873, 2.1699086646196606]"
82,15,"[[493, 79], [626, 81], [621, 216], [489, 214]]","[1.078290688113347, -178.36490236371537, 5.3292184212625875, 2.3395583446802597]"
83,15,"[[492, 78], [626, 80], [623, 216], [489, 213]]","[1.0749097575661388, -178.28789414051772, 3.131584644465834, 1.773309557785043]"
84,15,"[[492, 83], [627, 85], [623, 219], [490, 217]]","[1.0775802995931554, -179.3721717988103, 2.4497033503181584, 1.46956258376796]"
85,15,"[[499, 81], [633, 83], [630, 217], [497, 215]]","[1.081004370897536, -178.86542049998192, 2.219353717042237, 1.3676480333604946]"
86,15,"[[502, 81], [636, 83], [632, 218], [500, 216]]","[1.0800993721359098, -177.2314765901771, 3.6077303024071252, 1.8220683373339497]"
87,15,"[[506, 82], [640, 84], [636, 219], [504, 217]]","[1.0793647148266998, -177.15345250089916, 3.605417461878014, 1.818143870865966]"
88,15,"[[504, 85], [637, 88], [633, 222], [501, 220]]","[1.0819752361890493, -177.53963575035266, 3.2518020505146166, 1.9444023092368632]"
89,15,"[[501, 84], [634, 88], [629, 222], [497, 219]]","[1.0822178967308622, -177.58898610670636, 3.263520964418746, 2.3790823875306883]"
90,15,"[[498, 87], [631, 91], [627, 224], [494, 221]]","[1.0821161763301832, -179.18571229367362, 1.8499753438454458, 1.9287638519389614]"
91,15,"[[493, 87], [626, 91], [621, 223], [489, 220]]","[1.0875798708895064, -179.6775341202088, 2.122303246688983, 2.0501793088917393]"
92,15,"[[494, 81], [627, 85], [622, 218], [490, 215]]","[1.0871258466040843, -178.6813192341653, 2.6736808129756264, 2.215854124410136]"
93,15,"[[495, 81], [628, 85], [623, 218], [491, 215]]","[1.086999383743272, -178.670091194923, 2.6727748401416793, 2.215812288374605]"
94,15,"[[495, 80], [628, 83], [622, 217], [490, 214]]","[1.0805233048507847, -179.19929471562736, 4.731331039288716, 2.5887206647548044]"
95,15,"[[494, 77], [629, 79], [621, 214], [489, 210]]","[1.0735504422206132, 179.8267642693975, 5.5392978673479645, 2.825709205349406]"
96,15,"[[494, 74], [627, 76], [617, 213], [488, 207]]","[1.0796520531913718, -177.50014675254684, 8.549155708165635, 4.1916521140801475]"
97,15,"[[495, 74], [627, 74], [617, 211], [489, 206]]","[1.0804039997677226, -178.260546223622, 10.128172465590593, 4.045596369083029]"
98,15,"[[496, 71], [626, 72], [615, 210], [490, 204]]","[1.0865814243744285, -175.41845663710086, 12.241308303460864, 5.237367793972602]"
99,15,"[[498, 71], [626, 71], [614, 210], [492, 203]]","[1.0898744716164452, -174.27683134662107, 14.784990991532704, 6.086622447898668]"
100,15,"[[502, 72], [626, 68], [617, 207], [499, 204]]","[1.0968357018841746, -173.1960265313851, 18.40493422912762, 5.559386604631772]"
101,15,"[[509, 72], [628, 68], [617, 208], [504, 203]]","[1.0987917652619046, -171.94764710843003, 22.694221851827276, 7.51067376480806]"
102,15,"[[514, 71], [630, 67], [617, 207], [509, 201]]","[1.1050882152834833, -170.781607642231, 25.46781052331366, 8.887855535977957]"
103,15,"[[518, 71], [631, 66], [619, 207], [514, 201]]","[1.1048596730780065, -169.30699258711442, 27.893533035713343, 9.601597408457783]"
104,15,"[[529, 72], [635, 67], [621, 209], [524, 202]]","[1.1016980805866803, -167.51562054212567, 33.3364253880456, 12.164136754135509]"
105,15,"[[532, 76], [635, 71], [620, 213], [526, 205]]","[1.1021483573281434, -167.29472129005927, 35.13287441403735, 13.058143733832729]"
106,15,"[[530, 83], [627, 77], [612, 219], [524, 211]]","[1.1030405569857336, -166.8669646380768, 38.36354991752801, 13.978552395751196]"
107,15,"[[528, 87], [618, 81], [604, 223], [523, 215]]","[1.1045411597669847, -165.08449918040992, 41.81498244007079, 15.536105991011931]"
108,15,"[[526, 87], [613, 82], [599, 223], [520, 214]]","[1.1134612347457196, -164.41776900707976, 42.42132376915904, 16.47908440695853]"
109,15,"[[525, 81], [602, 76], [588, 218], [519, 207]]","[1.1203816629391663, -160.87891259581727, 46.64458782273021, 20.311578791623123]"
110,15,"[[530, 78], [605, 73], [592, 214], [525, 204]]","[1.1284895648264974, -159.710221698334, 47.62212528710593, 21.00360407584876]"
111,15,"[[534, 77], [609, 72], [595, 214], [529, 203]]","[1.1236500602453625, -159.07505673703986, 48.11944447067177, 21.806104615002464]"
112,15,"[[553, 70], [629, 65], [613, 207], [547, 196]]","[1.125913317404054, -158.2329245184182, 48.7848906120393, 23.028156485927227]"
113,15,"[[556, 70], [631, 65], [616, 207], [550, 197]]","[1.1228964879385508, -157.93093362410997, 49.346163980631864, 23.10485368787263]"
114,15,"[[556, 71], [632, 67], [616, 208], [550, 197]]","[1.1295272507755283, -157.89018608039495, 48.74886765888924, 23.273125365427347]"
115,15,"[[552, 72], [628, 69], [611, 210], [546, 199]]","[1.1245436934415152, -157.9376225073444, 48.783006034776236, 23.531201594495787]"
116,15,"[[549, 74], [623, 70], [608, 211], [543, 200]]","[1.1285363846279466, -157.9074816465296, 49.07822380813151, 23.23675010301195]"
117,15,"[[547, 74], [621, 70], [606, 211], [541, 200]]","[1.128679482334983, -158.03537493795028, 48.96114409469872, 23.13879408658785]"
118,15,"[[546, 74], [621, 70], [606, 211], [541, 200]]","[1.1290553419017348, -157.94812164362156, 48.69657056334956, 22.94200959047453]"
119,15,"[[547, 74], [621, 70], [607, 211], [541, 200]]","[1.1292296106368993, -157.9384284257572, 48.734101630096454, 22.93473413949072]"
120,15,"[[549, 75], [623, 71], [608, 212], [543, 200]]","[1.13140631301296, -157.70737665807502, 48.92834624911309, 23.395471289702098]"
121,15,"[[549, 75], [623, 70], [608, 211], [543, 199]]","[1.1352725473329257, -158.0940958721313, 48.926829216026405, 23.07961346988537]"
122,15,"[[550, 73], [625, 68], [609, 210], [543, 198]]","[1.1269778522085427, -158.54345068013112, 48.74072791473684, 23.052594242846116]"
123,15,"[[550, 71], [625, 67], [609, 208], [543, 196]]","[1.1332316167630863, -158.14735092352075, 48.416810120559184, 23.352283522338936]"
124,15,"[[550, 73], [625, 69], [610, 210], [543, 199]]","[1.128489725641154, -158.49432975528887, 48.45062518001312, 22.792117882571173]"
125,15,"[[551, 76], [626, 73], [611, 215], [545, 203]]","[1.1180364752782315, -157.42555745188565, 48.907458977822934, 23.524279032773414]"
126,15,"[[547, 81], [631, 79], [616, 219], [540, 207]]","[1.1245962774972849, -160.84990121535748, 44.07832797603289, 19.84500615877376]"
127,15,"[[529, 87], [629, 87], [615, 228], [524, 213]]","[1.1135627366196323, -162.9808705093395, 35.20433770748699, 15.721315949562769]"
128,15,"[[518, 91], [629, 93], [615, 232], [512, 218]]","[1.1125198590292926, -166.21933094156054, 27.364615138710228, 12.267492555087335]"
129,15,"[[512, 91], [628, 93], [614, 232], [507, 219]]","[1.107780695111037, -167.2658985832732, 24.280157985272492, 10.845895023564495]"
130,15,"[[500, 89], [623, 91], [612, 229], [494, 219]]","[1.1017009709016488, -170.97101951004225, 16.940169842497646, 7.523659947468386]"
131,15,"[[492, 89], [622, 91], [611, 228], [488, 219]]","[1.0990716128771998, -173.11178021562074, 10.875922051074431, 5.47304996553965]"
132,15,"[[487, 90], [621, 92], [614, 227], [484, 223]]","[1.0823597490161865, -177.60615002554277, 5.276287913526738, 2.714421385036582]"
133,15,"[[480, 87], [614, 89], [609, 223], [478, 222]]","[1.082048918298142, -178.01183737024024, 4.253577187396246, 1.8777289776090198]"
134,15,"[[462, 83], [594, 81], [596, 213], [465, 218]]","[1.0988590198593078, -178.18858662070883, 2.7188055127517523, -0.7210773444329281]"
135,15,"[[451, 79], [580, 77], [584, 210], [457, 217]]","[1.1133132465822515, -172.89980002931424, 5.575468585903327, -0.3102142847087766]"
136,15,"[[456, 83], [583, 83], [588, 215], [461, 220]]","[1.124193487946343, -171.40687221726893, 4.240935422177914, -0.028263632651569812]"
137,15,"[[465, 64], [587, 66], [595, 198], [472, 204]]","[1.130889058025933, -160.107248726932, -26.98869885029287, -10.064832629104203]"
138,15,"[[467, 62], [586, 65], [593, 197], [474, 203]]","[1.1278089544184078, -158.52732881902006, -31.15431016889021, -11.784684697694361]"
139,15,"[[470, 63], [584, 65], [592, 197], [477, 205]]","[1.12289047837214, -156.33735847282782, -35.22052070914686, -14.514723048126655]"
140,15,"[[470, 62], [583, 66], [591, 196], [477, 203]]","[1.1356725488639945, -157.8185878969949, -35.38314526663795, -13.810043680697051]"
141,15,"[[474, 62], [575, 65], [588, 195], [485, 205]]","[1.1280665221308643, -155.6847886740672, -43.606832819134375, -19.85616015726361]"
142,15,"[[476, 60], [569, 64], [583, 193], [488, 204]]","[1.1294111700982703, -153.19539259835656, -48.34486786248954, -23.58918871855987]"
143,15,"[[479, 60], [567, 63], [581, 193], [490, 204]]","[1.12721016515724, -150.62263726890026, -50.64651188902431, -26.073461410934353]"
144,15,"[[491, 59], [565, 62], [583, 190], [506, 203]]","[1.1329264422398064, -146.45264166521503, -56.17446307105213, -33.44789769365088]"
145,15,"[[497, 61], [566, 63], [584, 191], [513, 205]]","[1.130483446303419, -143.5247346998768, -57.993765855124394, -36.96093805368834]"
146,15,"[[502, 64], [567, 65], [588, 192], [520, 208]]","[1.1290804685568248, -142.45977382018265, -58.7598396138256, -39.44037903606394]"
147,15,"[[504, 64], [565, 65], [587, 192], [523, 208]]","[1.1284484519246365, -140.51212541023438, -60.20193679865386, -42.1673945394135]"
148,15,"[[508, 63], [563, 66], [587, 191], [530, 206]]","[1.1378084802337876, -138.9950357284995, -62.57529580627543, -45.655683582722766]"
149,15,"[[513, 64], [565, 67], [591, 192], [537, 208]]","[1.128744986088712, -137.84105338741006, -63.341716373780805, -47.95190345175834]"
150,15,"[[515, 65], [566, 67], [590, 193], [539, 209]]","[1.1254791849831352, -135.57939123244404, -63.775120666594624, -49.8191226802731]"
151,15,"[[518, 65], [567, 65], [595, 190], [543, 207]]","[1.1358478199462545, -136.0859979395774, -62.99671923256856, -50.41014050166571]"
152,15,"[[520, 64], [570, 64], [598, 189], [547, 207]]","[1.1293857950798638, -136.4046775556234, -62.73388345571143, -50.53863289111171]"
153,15,"[[523, 62], [572, 62], [600, 188], [549, 205]]","[1.1280220173030615, -136.14455636151382, -62.86815529951029, -50.61038063809739]"
154,15,"[[524, 60], [573, 61], [602, 187], [551, 204]]","[1.1229527461329138, -136.82927101330742, -62.998825857021664, -50.42650305424178]"
155,15,"[[524, 60], [575, 62], [603, 187], [553, 204]]","[1.1243787798119484, -138.13921905022156, -62.95356904812382, -49.490124078682214]"
156,15,"[[523, 62], [574, 63], [603, 188], [551, 205]]","[1.1283035907558057, -138.70279382103234, -62.531814595813664, -48.82210800894131]"
157,15,"[[522, 62], [573, 62], [603, 188], [551, 207]]","[1.1144861191188065, -137.58547100693826, -62.28103849511316, -50.11055216065593]"
158,15,"[[519, 66], [572, 66], [602, 191], [548, 208]]","[1.128989746377095, -140.40708044371226, -62.00526015955408, -47.47268329139224]"
159,15,"[[518, 68], [571, 68], [601, 193], [546, 212]]","[1.1189584448483316, -139.5681692614762, -61.90030404287858, -47.85635809612578]"
160,15,"[[516, 70], [569, 68], [600, 194], [545, 213]]","[1.1182190919951283, -139.23351880284875, -61.664212534089934, -48.51940656633845]"
161,15,"[[515, 74], [569, 74], [600, 199], [544, 218]]","[1.112925771377128, -140.99195737784467, -62.08641135727914, -46.9307318675282]"
162,15,"[[515, 76], [569, 77], [599, 202], [543, 220]]","[1.112506165218263, -141.4275987122146, -62.573459613071876, -46.192335844603186]"
163,15,"[[516, 78], [571, 79], [600, 203], [545, 221]]","[1.1181548301434114, -142.13390373576303, -62.44778071700783, -45.64574535285208]"
164,15,"[[518, 78], [572, 79], [601, 204], [546, 221]]","[1.1153867447815815, -141.94462442183084, -62.75883163758217, -45.65672628837233]"
165,15,"[[517, 75], [572, 76], [601, 201], [545, 217]]","[1.1226093482534902, -142.82760775615588, -62.33124162149478, -44.75881768755239]"
166,15,"[[518, 75], [573, 75], [602, 200], [546, 218]]","[1.1180170704728767, -141.68863479056992, -61.865045038855456, -45.6732948433306]"
167,15,"[[519, 75], [574, 74], [605, 200], [547, 219]]","[1.1087690609186043, -141.9884897549366, -61.31184453879922, -45.5886198474489]"
168,15,"[[516, 74], [575, 72], [607, 199], [543, 218]]","[1.1068951295489178, -144.5768025508674, -59.511298930207786, -42.57497749089122]"
169,15,"[[506, 74], [586, 71], [611, 199], [529, 218]]","[1.1089176917407897, -151.75054776242015, -51.640773403637574, -31.452350301504854]"
170,15,"[[504, 75], [587, 71], [612, 200], [527, 219]]","[1.104873691497286, -152.60912884523913, -50.30746793346979, -30.299057642906686]"
171,15,"[[498, 76], [593, 71], [616, 201], [519, 220]]","[1.1016189495614561, -155.83732775086975, -44.34348410887739, -25.0726908318472]"
172,15,"[[493, 76], [595, 71], [617, 202], [513, 220]]","[1.0985733257107482, -157.91454125980727, -40.73882574261194, -22.045557011471516]"
173,15,"[[484, 78], [597, 70], [618, 202], [502, 221]]","[1.0994113533401255, -159.01335812944, -32.68429395929005, -18.212234208517657]"
174,15,"[[480, 80], [598, 70], [616, 203], [497, 222]]","[1.0991089582044575, -157.25495020701968, -29.334554290645315, -16.997025830061506]"
175,15,"[[470, 79], [597, 71], [611, 205], [484, 220]]","[1.1015801287032754, -158.92114057172145, -21.505024136981802, -11.90576420328314]"
176,15,"[[463, 77], [596, 71], [605, 207], [474, 216]]","[1.094742136674042, -171.8712239061921, 1.729079437158316, -2.810251506712302]"
177,15,"[[460, 75], [594, 69], [602, 204], [469, 213]]","[1.0880089978714356, -175.97135442374866, 1.301222124763492, -2.8760863936595036]"
178,15,"[[458, 74], [593, 68], [599, 202], [467, 210]]","[1.0933080239047124, -177.04106923843693, 1.1765654834800876, -2.6742137019483807]"
179,15,"[[458, 74], [592, 68], [598, 202], [466, 210]]","[1.0936512223386141, -177.29404408932697, 2.034022573078286, -2.4370289516423744]"
180,15,"[[460, 70], [594, 64], [598, 198], [467, 204]]","[1.0993798005670266, -177.78338052102222, 2.796876443895422, -1.818503124996404]"
181,15,"[[464, 71], [595, 66], [599, 199], [470, 205]]","[1.112654450560473, -176.25564665303804, 3.896153838704776, -1.283357439168795]"
182,15,"[[448, 84], [576, 77], [582, 206], [457, 214]]","[1.1448422285936184, -176.10514102127465, 3.294606667251353, -2.4376274671694205]"
183,15,"[[442, 86], [569, 79], [574, 206], [450, 213]]","[1.1586784880916516, -177.90460354846078, 2.9465044192184155, -2.3855163023726464]"
184,15,"[[443, 104], [566, 96], [573, 221], [452, 229]]","[1.1777753182507267, -176.35643032514764, 3.961078076074337, -2.722178970114099]"
185,15,"[[464, 114], [583, 106], [591, 227], [473, 235]]","[1.2083883362338863, -176.08025502131545, 3.145334119222206, -3.140525765747728]"
186,15,"[[498, 107], [617, 99], [622, 218], [507, 225]]","[1.2258100463362784, -176.14629393996088, 3.4400458543274053, -2.7499672444311436]"
187,15,"[[519, 76], [635, 69], [639, 184], [524, 189]]","[1.255130108554723, 178.25276725348, 3.136744048756821, -2.2240199542569585]"
188,15,"[[512, 70], [624, 64], [627, 178], [517, 183]]","[1.3009173592546337, -176.82824517982445, 5.209207505497967, -1.2882735580797444]"
189,15,"[[517, 74], [627, 68], [630, 180], [522, 186]]","[1.3182826869341204, -176.55068692445005, 5.981383716928327, -1.3040766249425417]"
190,15,"[[522, 77], [630, 71], [633, 181], [527, 187]]","[1.3410991506992058, -176.39387126508404, 6.129993760085812, -1.3277215883069822]"
191,15,"[[528, 86], [634, 80], [638, 187], [533, 194]]","[1.3585649392563788, -177.8136558524831, 5.2016849384548856, -1.9779371867586681]"
192,15,"[[511, 101], [612, 95], [615, 197], [516, 203]]","[1.426421586134811, -177.84003089110135, 5.878169846787923, -1.7547681078592874]"
193,15,"[[499, 106], [597, 100], [602, 199], [505, 206]]","[1.4673543504488311, -177.33574662942803, 4.34852774884488, -2.6078722354663912]"
194,15,"[[472, 111], [568, 106], [571, 202], [476, 207]]","[1.5075100998914395, 179.89963797059937, 3.7950890912765853, -2.0080941748127987]"
195,15,"[[454, 128], [547, 125], [551, 218], [458, 223]]","[1.5534173797879873, -178.32603909700333, 1.8242348037641014, -2.0329190207716397]"
196,15,"[[455, 141], [547, 138], [551, 230], [459, 234]]","[1.5710978503399275, -178.23052106226686, 0.8569501086348591, -2.0508167398459123]"
197,15,"[[460, 146], [551, 141], [556, 233], [466, 238]]","[1.5827993047415936, -176.39027865701442, 2.7696063291370248, -2.564776515894598]"
198,15,"[[464, 136], [554, 132], [558, 223], [468, 227]]","[1.5966071377312863, -178.1486245298949, 2.6210225333302684, -1.9999229468217055]"
199,15,"[[457, 135], [546, 131], [549, 221], [461, 225]]","[1.6190382915475356, -177.95930335545694, 3.9139389300437424, -1.6505884105920114]"
200,15,"[[453, 131], [543, 127], [546, 216], [458, 220]]","[1.6324880724571353, -178.8696383580935, 1.30927056768035, -2.2846448382848505]"
201,15,"[[433, 125], [520, 120], [525, 209], [438, 213]]","[1.6679217897770806, -177.22587419077408, 3.0730900937918806, -2.3123088228187045]"
202,15,"[[433, 126], [520, 121], [524, 209], [438, 214]]","[1.6704069615728918, -178.30596973976068, 3.839121103664062, -2.35376928590906]"
203,15,"[[431, 130], [518, 125], [522, 213], [437, 218]]","[1.6775897660843524, -176.83127941704788, 4.008090766265404, -2.302167134624267]"
204,15,"[[430, 132], [516, 128], [520, 215], [435, 220]]","[1.6871732870317586, -177.14289102077646, 3.7651290380777804, -2.07586090093856]"
205,15,"[[426, 139], [511, 135], [515, 220], [431, 225]]","[1.7176183862269665, -178.20886225792154, 2.4082608497222604, -2.483617044521054]"
206,15,"[[419, 139], [503, 135], [508, 219], [424, 224]]","[1.740888424885205, -178.43703335671248, 1.1578373558287156, -2.881301847110988]"
207,15,"[[415, 141], [499, 139], [504, 223], [421, 227]]","[1.7592551748018304, -173.5506553994552, 0.07742536967335932, -2.1125923673971587]"
208,15,"[[415, 144], [498, 141], [503, 225], [421, 230]]","[1.7537805280300338, -174.50028682198712, 3.072103622749238, -2.0605370496392497]"
209,15,"[[422, 154], [504, 150], [509, 233], [427, 238]]","[1.7604997418869646, -177.21250087264002, 2.770996726158868, -2.567461554872577]"
210,15,"[[422, 154], [504, 151], [508, 234], [426, 238]]","[1.7613712219033364, -177.2017592453791, 2.770858075031786, -1.875109651382871]"
211,15,"[[414, 160], [497, 157], [500, 239], [419, 243]]","[1.7789655673467772, -177.62624467208525, 1.1188879984393096, -2.171848425559092]"
212,15,"[[409, 162], [492, 159], [495, 241], [413, 245]]","[1.7711027258731153, -179.37854430203413, 0.9761980752710131, -2.235473121072732]"
